Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
17,Ivan Lendl [USA],0,17,0.0%,10,0,10,0.0%,1980,1990,0,,,,,,,,,,
10,Jimmy Connors [USA],3,7,30.0%,4,3,1,75.0%,1980,1989,0,,,,,,,,,,
9,Brad Gilbert [USA],8,1,88.9%,5,3,2,60.0%,1981,1990,0,,,,,,,,,,
9,John Sadri [USA],6,3,66.7%,6,6,0,100.0%,1979,1985,0,,,,,,,,,,
8,Boris Becker [GER],2,6,25.0%,7,2,5,28.6%,1984,1989,0,,,,,,,,,,
8,Eliot Teltscher [USA],3,5,37.5%,4,2,2,50.0%,1980,1987,0,,,,,,,,,,
7,John Mcenroe [USA],2,5,28.6%,0,0,0,-,1982,1990,0,,,,,,,,,,
7,Tim Wilkison [USA],5,2,71.4%,4,2,2,50.0%,1981,1989,0,,,,,,,,,,
7,Johan Kriek [USA],3,4,42.9%,3,1,2,33.3%,1981,1988,0,,,,,,,,,,
7,Henri Leconte [FRA],5,2,71.4%,2,1,1,50.0%,1981,1988,0,,,,,,,,,,
7,Nduka Odizor [NGR],5,2,71.4%,4,3,1,75.0%,1983,1987,0,,,,,,,,,,
6,Derrick Rostagno [USA],3,3,50.0%,2,2,0,100.0%,1987,1991,1,0.82,4.0%,11.0%,58.0%,63.8%,35.7%,52.0%,39.2%,41.7%,57.1%
6,Jim Pugh [USA],4,2,66.7%,2,2,0,100.0%,1987,1990,0,,,,,,,,,,
6,Jakob Hlasek [SUI],3,3,50.0%,1,0,1,0.0%,1987,1990,0,,,,,,,,,,
6,Stefan Edberg [SWE],1,5,16.7%,4,2,2,50.0%,1986,1989,0,,,,,,,,,,
