Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,18,11,7,61.1%,15,7,8,46.7%,1980,1990,SF,0,,,,,,,,,,
Roland Garros,5,Clay,7,2,5,28.6%,3,1,2,33.3%,1982,1989,R64,0,,,,,,,,,,
Wimbledon,11,Grass,47,36,11,76.6%,36,20,16,55.6%,1981,1991,SF,4,1.02,11.7%,6.2%,53.8%,75.7%,51.3%,64.4%,36.2%,67.4%,38.1%
US Open,13,Hard,29,16,13,55.2%,18,5,13,27.8%,1979,1991,QF,1,0.85,10.6%,8.0%,46.9%,75.5%,38.3%,55.8%,37.7%,45.5%,37.5%
Olympics,1,,6,5,1,83.3%,1,1,0,100.0%,1988,1988,F,0,,,,,,,,,,
Davis Cup,2,,5,1,4,20.0%,0,0,0,-,1986,1987,,0,,,,,,,,,,
Philadelphia,11,Carpet,35,26,9,74.3%,8,5,3,62.5%,1982,1992,W,2,0.78,8.6%,9.5%,58.6%,63.2%,52.1%,58.6%,32.2%,50.0%,14.3%
San Francisco,9,Carpet,22,13,9,59.1%,14,11,3,78.6%,1980,1991,QF,2,1.08,4.8%,8.6%,50.7%,71.7%,48.5%,60.3%,42.7%,66.7%,32.1%
Queen's Club,8,Grass,28,21,7,75.0%,18,9,9,50.0%,1982,1990,W,0,,,,,,,,,,
Montreal / Toronto,8,Hard,16,8,8,50.0%,8,5,3,62.5%,1982,1989,QF,0,,,,,,,,,,
Memphis,6,Hard,14,8,6,57.1%,5,1,4,20.0%,1982,1991,QF,3,1.21,8.7%,7.2%,58.9%,79.5%,38.8%,62.8%,45.0%,61.1%,52.2%
Paris Indoor,4,Carpet,14,11,3,78.6%,2,0,2,0.0%,1986,1989,W,0,,,,,,,,,,
