Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,77,25,52,32.5%,64-112,36.4%,794-938,45.8%,11-20,35.5%,73,67.2%,25.4%,6.9%,3.7%,58.9%,65.6%,45.2%,57.2%,39.6%,48.3%,0.93
Clay,59,34,25,57.6%,71-55,56.3%,655-595,52.4%,7-11,38.9%,55,69.8%,34.6%,5.1%,2.5%,60.3%,66.3%,46.9%,58.6%,43.2%,50.7%,1.04
Grass,4,0,4,0.0%,3-8,27.3%,40-60,40.0%,0-1,0.0%,4,67.3%,14.0%,5.5%,5.5%,52.4%,74.2%,39.9%,57.9%,34.5%,46.3%,0.82
Grand Slams,18,5,13,27.8%,15-28,34.9%,172-221,43.8%,1-3,25.0%,18,64.6%,23.7%,6.0%,4.4%,54.8%,65.5%,45.3%,56.4%,38.3%,47.3%,0.88
Premiers,12,2,10,16.7%,7-20,25.9%,120-154,43.8%,1-5,16.7%,12,67.2%,26.9%,5.4%,3.1%,57.6%,63.9%,45.8%,56.2%,40.8%,48.6%,0.93
Internationals,75,38,37,50.7%,82-83,49.7%,835-823,50.4%,12-17,41.4%,74,70.4%,31.1%,6.2%,2.9%,61.0%,67.0%,46.4%,58.9%,41.9%,50.2%,1.02
Finals,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,1,40.0%,36.4%,1.7%,5.1%,49.2%,55.2%,36.7%,45.8%,44.3%,44.9%,0.82
Semi-finals,4,1,3,25.0%,3-5,37.5%,42-46,47.7%,1-1,50.0%,3,63.6%,31.0%,4.1%,4.1%,56.6%,64.9%,47.4%,57.3%,40.2%,48.5%,0.94
Quarter-finals,11,4,7,36.4%,7-15,31.8%,97-115,45.8%,1-3,25.0%,11,61.3%,33.3%,4.8%,2.0%,61.9%,62.9%,41.5%,54.7%,42.7%,48.5%,0.94
vs Righties,122,48,74,39.3%,116-157,42.5%,1288-1401,47.9%,15-29,34.1%,115,67.9%,28.4%,6.2%,3.1%,59.6%,65.5%,45.8%,57.5%,40.8%,49.1%,0.96
vs Lefties,11,6,5,54.5%,12-12,50.0%,113-117,49.1%,2-2,50.0%,11,70.8%,27.4%,5.2%,5.0%,54.6%,70.0%,44.5%,58.4%,40.1%,49.3%,0.96
vs Top 10,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,50.0%,11.1%,0.0%,3.3%,54.1%,57.6%,42.9%,50.8%,35.5%,43.1%,0.72
