Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Jinan SF,W vs Nugroho,23.9%,34.8%,57.1%,31.0%,44.8%,60.0%,60.0%,35.7%,0.0%,11.8%,17.6%,53.3%,0.0%,83.3%,-,-104
2025 Beijing R128,W vs Andreescu,21.9%,28.8%,42.6%,26.2%,33.3%,48.4%,38.1%,19.0%,0.0%,17.9%,25.0%,34.8%,9.1%,58.8%,50.0%,13
2025 US Open R64,L vs Sakkari,15.2%,19.6%,33.3%,18.2%,27.3%,33.3%,70.0%,8.3%,0.0%,12.5%,12.5%,33.3%,53.8%,72.7%,50.0%,-104
2025 US Open R128,W vs Svitolina,27.8%,38.9%,50.0%,43.9%,56.1%,52.2%,57.9%,9.1%,0.0%,6.9%,17.2%,48.1%,7.7%,43.8%,25.0%,-44
2025 Hamburg F,L vs Boisson,13.6%,23.7%,39.6%,20.7%,34.5%,43.5%,25.0%,41.2%,60.0%,7.4%,14.8%,36.0%,6.7%,83.3%,-,-42
2025 Wimbledon R128,L vs Svitolina,23.9%,37.0%,37.9%,36.8%,63.2%,58.3%,37.5%,36.4%,0.0%,19.0%,23.8%,23.5%,55.6%,41.7%,0.0%,52
2024 ITF Iasi QF,L vs Danilovic,26.1%,39.1%,38.8%,35.9%,51.3%,44.0%,64.7%,36.4%,25.0%,14.3%,25.0%,33.3%,93.3%,23.1%,50.0%,-23
2024 Budapest R32,W vs Danilovic,27.6%,36.8%,57.4%,42.5%,50.0%,56.5%,60.0%,50.0%,0.0%,11.4%,22.9%,58.1%,100.0%,8.7%,-,-70
2024 ITF Trnava R16,L vs Tikhonova,20.7%,29.3%,37.8%,29.0%,38.7%,54.5%,33.3%,38.5%,100.0%,11.5%,19.2%,21.7%,36.4%,26.7%,20.0%,-59
2024 ITF Trnava R32,W vs Birrell,41.8%,52.7%,60.0%,54.5%,57.6%,46.7%,62.5%,41.2%,75.0%,25.0%,50.0%,73.3%,87.5%,16.7%,-,6
2024 Australian Open Q3,L vs Korneeva,26.2%,27.9%,32.6%,35.1%,37.8%,29.2%,70.6%,30.0%,20.0%,13.6%,13.6%,36.8%,40.0%,75.0%,100.0%,-3
2024 Australian Open Q1,W vs Hsieh,38.2%,50.0%,53.7%,43.5%,56.5%,61.5%,26.1%,34.8%,66.7%,28.6%,38.1%,40.0%,14.3%,50.0%,-,-49
2023 Cluj Napoca R32,W vs Soboleva,24.6%,31.9%,49.0%,35.0%,42.5%,50.0%,78.3%,52.9%,0.0%,11.5%,19.2%,47.8%,22.2%,82.4%,100.0%,0
2023 Lausanne R16,W vs Andreeva,28.6%,34.3%,57.1%,38.5%,48.7%,75.0%,50.0%,30.4%,50.0%,16.7%,16.7%,40.0%,0.0%,33.3%,33.3%,-65
2023 Wimbledon R128,L vs Andreescu,33.3%,40.6%,48.8%,50.0%,55.3%,47.4%,47.4%,15.8%,0.0%,14.3%,25.0%,50.0%,15.4%,20.0%,0.0%,13
2023 Roland Garros R128,L vs Begu,20.9%,23.9%,36.0%,30.6%,36.1%,40.0%,64.3%,45.5%,42.9%,10.7%,10.7%,32.0%,18.8%,91.7%,100.0%,-7
2022 Granby R32,W vs Cross,28.1%,40.6%,53.8%,40.6%,59.4%,57.9%,60.0%,5.9%,0.0%,20.0%,28.0%,50.0%,50.0%,0.0%,0.0%,61
2022 Budapest QF,W vs Trevisan,20.8%,26.4%,46.3%,28.6%,35.7%,60.0%,68.8%,41.7%,100.0%,12.5%,16.7%,33.3%,88.9%,13.3%,0.0%,-56
2022 Rabat R32,W vs Ferrando,23.6%,33.7%,59.4%,26.4%,41.5%,74.4%,65.2%,73.3%,100.0%,21.9%,25.0%,36.0%,23.5%,80.0%,100.0%,30
2022 Charleston R64,W vs Hartono,29.7%,34.4%,45.5%,32.4%,40.5%,60.0%,64.7%,50.0%,100.0%,26.9%,26.9%,26.3%,8.3%,57.1%,0.0%,-59
Last 52 Weeks (6 matches),,21.3%,30.7%,43.5%,30.2%,42.9%,48.8%,48.2%,23.7%,18.8%,12.3%,18.5%,38.3%,22.7%,62.5%,33.3%,2
Career (22 matches),,25.8%,34.2%,46.1%,34.8%,45.1%,52.3%,54.5%,35.6%,35.4%,15.5%,22.0%,39.3%,33.6%,48.2%,46.9%,-7
