Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,15,7,8,46.7%,16-17,48.5%,161-166,49.2%,3-1,75.0%,15,69.1%,28.6%,6.9%,2.9%,60.9%,65.9%,46.2%,58.2%,42.0%,50.0%,1.01,QF (Hobart)
2025,25,10,15,40.0%,23-34,40.4%,275-307,47.3%,5-8,38.5%,25,65.7%,29.4%,5.7%,3.0%,59.2%,63.7%,46.6%,56.7%,41.4%,49.0%,0.96,F (Hamburg)
2024,16,5,11,31.3%,12-24,33.3%,165-199,45.3%,3-5,37.5%,16,66.3%,24.7%,6.7%,4.5%,55.5%,66.1%,45.3%,56.8%,40.0%,48.2%,0.93,QF (Iasi)
2023,28,12,16,42.9%,30-36,45.5%,316-325,49.3%,3-8,27.3%,25,65.8%,31.0%,5.4%,2.8%,60.0%,65.7%,43.1%,56.7%,41.2%,48.8%,0.95,SF (Lausanne)
2022,42,20,22,47.6%,45-44,50.6%,434-437,49.8%,3-8,27.3%,40,70.4%,30.7%,5.4%,3.6%,59.5%,67.1%,46.2%,58.6%,41.4%,49.9%,1.00,SF (2x)
2021,5,2,3,40.0%,4-7,36.4%,52-56,48.1%,0-1,0.0%,5,77.4%,33.3%,6.9%,1.7%,65.4%,69.2%,50.0%,62.5%,42.3%,52.4%,1.13,QF (Gdynia)
2019,5,1,4,20.0%,4-9,30.8%,52-70,42.6%,1-1,50.0%,5,71.7%,13.3%,12.7%,2.8%,56.1%,70.6%,46.2%,59.9%,34.4%,47.1%,0.86,
2018,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,66.7%,0.0%,0.0%,1.8%,56.4%,67.7%,41.7%,56.4%,25.9%,41.3%,0.59,
2016,3,2,1,66.7%,4-2,66.7%,28-21,57.1%,0-0,-,0,,,,,,,,,,,,
Career,140,59,81,42.1%,138-175,44.1%,1489-1593,48.3%,18-32,36.0%,132,68.2%,28.7%,6.1%,3.2%,59.2%,66.1%,45.7%,57.8%,40.9%,49.2%,0.97,
