Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,10,4,6,40.0%,2,1,1,50.0%,2020,2026,R64,10,0.95,7.4%,3.0%,58.2%,64.9%,45.3%,56.7%,41.0%,53.2%,36.4%
Roland Garros,4,Clay,5,1,4,20.0%,4,2,2,50.0%,2022,2025,R64,5,0.84,4.3%,3.3%,59.1%,62.7%,49.1%,57.1%,36.1%,62.7%,30.0%
Wimbledon,6,Grass,6,0,6,0.0%,3,0,3,0.0%,2019,2025,R128,6,0.81,5.0%,6.1%,52.4%,70.7%,39.5%,55.8%,35.6%,59.0%,35.3%
US Open,6,Hard,10,4,6,40.0%,4,1,3,25.0%,2019,2025,R64,10,0.91,7.3%,5.4%,54.4%,68.9%,47.5%,59.2%,37.3%,64.0%,39.7%
Fed Cup,3,,7,3,4,42.9%,2,1,1,50.0%,2016,2019,,4,0.88,12.5%,2.8%,56.9%,72.0%,48.4%,61.8%,33.5%,60.7%,20.0%
Miami,5,Hard,8,3,5,37.5%,2,1,1,50.0%,2022,2026,R64,8,0.87,5.1%,3.6%,59.0%,62.2%,45.2%,55.3%,39.0%,56.8%,50.0%
Indian Wells,4,Hard,5,1,4,20.0%,1,1,0,100.0%,2022,2026,R64,5,0.88,4.6%,3.1%,54.9%,68.0%,41.1%,55.9%,38.8%,37.5%,33.3%
Austin,2,Hard,2,0,2,0.0%,0,0,0,-,2025,2026,R32,2,0.87,8.3%,2.8%,63.9%,65.2%,44.2%,57.6%,36.8%,42.9%,28.6%
Dubai,2,Hard,2,0,2,0.0%,0,0,0,-,2022,2026,Q1,2,0.57,6.9%,4.9%,52.0%,54.7%,53.1%,53.9%,26.1%,46.7%,0.0%
Cluj-Napoca,3,Hard,8,4,4,50.0%,5,2,3,40.0%,2024,2026,R16,8,1.04,8.5%,1.7%,62.0%,66.6%,49.1%,59.9%,41.6%,50.0%,44.6%
Hobart,2,Hard,7,5,2,71.4%,2,2,0,100.0%,2025,2026,QF,7,1.15,7.7%,3.9%,63.8%,67.3%,49.4%,60.8%,45.1%,61.5%,43.1%
