Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Jinan 125 SF,W vs Nugroho,1.04,1.72,45.9,2.6,0.0%,72.0%,4.8%,61.9%,52.0%,56.5%
2025 Beijing R128,W vs Andreescu,1.10,1.26,59.7,2.2,7.7%,53.8%,8.8%,52.9%,50.0%,57.1%
2025 US Open R64,L vs Sakkari,0.86,0.63,46.6,2.4,0.0%,29.2%,4.5%,59.1%,32.1%,51.9%
2025 US Open R128,W vs Svitolina,1.12,1.41,44.1,2.6,5.4%,62.2%,0.0%,62.9%,42.1%,52.8%
2025 Hamburg F,L vs Boisson,0.87,0.71,53.2,3.7,0.0%,46.9%,3.7%,44.4%,51.2%,36.8%
2025 Wimbledon R128,L vs Svitolina,0.92,0.45,33.1,2.0,0.0%,45.8%,4.5%,50.0%,24.0%,27.3%
2024 US Open R64,L vs Kalinskaya,0.98,0.60,45.7,2.0,10.3%,62.1%,13.8%,41.4%,25.9%,33.3%
2024 US Open R128,W vs Pera,1.13,1.24,49.8,2.2,10.4%,72.9%,2.4%,54.8%,36.2%,42.5%
2024 Iasi QF,L vs Danilovic,0.91,0.74,56.3,2.7,0.0%,57.1%,2.9%,50.0%,42.4%,33.3%
2024 Budapest R32,W vs Danilovic,1.04,1.34,67.4,2.5,12.5%,72.5%,5.6%,63.9%,35.7%,46.3%
2024 W75 Trnava R16,L vs Tikhonova,0.89,0.54,35.6,2.1,0.0%,51.7%,3.4%,48.3%,35.7%,24.0%
2024 W75 Trnava R32,W vs Birrell,0.95,1.76,44.2,2.1,20.7%,72.4%,7.7%,76.9%,45.5%,48.4%
2024 Australian Open Q3,L vs Korneeva,0.86,0.72,51.4,2.9,9.7%,41.9%,6.7%,56.7%,48.6%,36.4%
2024 Australian Open Q1,W vs Hsieh,1.04,1.43,65.0,3.3,13.9%,66.7%,12.5%,75.0%,42.5%,38.5%
2023 Cluj Napoca R32,W vs Soboleva,0.98,1.24,64.5,4.3,2.7%,59.5%,6.3%,59.4%,57.7%,44.9%
2023 Lausanne R16,W vs Andreeva,1.14,1.47,51.0,3.6,0.0%,58.3%,14.7%,79.4%,41.0%,40.0%
2023 Wimbledon R128,L vs Andreescu,0.76,0.84,53.0,2.0,5.6%,63.9%,6.1%,63.6%,38.8%,40.4%
2023 Roland Garros R128,L vs Begu,1.00,0.74,57.3,3.2,2.9%,41.2%,3.0%,54.5%,37.5%,40.0%
2022 US Open R128,L vs Giorgi,1.09,0.73,50.9,6.9,13.6%,54.5%,2.5%,45.0%,37.8%,29.4%
2022 Granby R32,W vs Cross,1.22,1.42,54.1,2.5,2.9%,52.9%,10.0%,70.0%,50.0%,40.0%
2025 (6 matches),,1.00,0.97,48.2,2.5,2.8%,52.5%,4.3%,55.3%,43.1%,47.5%
2024 (8 matches),,0.99,0.98,52.9,2.4,9.7%,63.2%,6.6%,58.1%,39.3%,38.7%
2023 (4 matches),,0.96,1.04,56.6,3.0,2.8%,55.9%,7.6%,64.4%,44.8%,41.6%
2022 (6 matches),,1.06,1.11,63.9,3.5,6.6%,55.9%,5.7%,60.2%,47.4%,40.4%
2019 (19 matches),,1.08,1.12,65.3,3.0,4.2%,58.6%,2.8%,59.9%,41.2%,44.0%
Career (113 matches),,1.04,1.15,58.8,2.7,4.6%,59.4%,3.3%,58.1%,46.1%,45.1%
