Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,14,Hard,53,39,14,73.6%,28,17,11,60.7%,1991,2004,SF,51,1.16,8.7%,2.9%,59.6%,75.5%,50.6%,65.4%,40.2%,57.7%,40.2%
Roland Garros,14,Clay,32,18,14,56.3%,21,13,8,61.9%,1991,2004,R16,30,1.04,6.5%,2.8%,54.4%,71.9%,49.0%,61.5%,40.2%,61.0%,42.9%
Wimbledon,15,Grass,44,29,15,65.9%,31,13,18,41.9%,1990,2004,QF,41,1.11,8.7%,4.5%,58.9%,77.7%,47.5%,65.3%,38.7%,66.0%,40.6%
US Open,14,Hard,32,18,14,56.3%,19,7,12,36.8%,1991,2004,QF,30,1.10,9.1%,3.1%,54.7%,76.7%,51.1%,65.1%,38.3%,58.6%,40.3%
Olympics,3,,7,4,3,57.1%,2,2,0,100.0%,1992,2000,QF,0,,,,,,,,,,
Davis Cup,12,,39,25,14,64.1%,18,9,9,50.0%,1993,2005,,0,,,,,,,,,,
Indian Wells Masters,14,Hard,31,17,14,54.8%,17,7,10,41.2%,1991,2004,F,30,1.01,8.6%,3.8%,55.8%,74.5%,50.3%,63.8%,36.4%,63.5%,35.2%
Miami Masters,14,Hard,30,16,14,53.3%,9,3,6,33.3%,1991,2004,QF,30,1.02,8.6%,3.5%,54.0%,73.4%,49.9%,62.6%,38.2%,54.2%,41.4%
Rome Masters,13,Clay,34,21,13,61.8%,15,8,7,53.3%,1991,2003,SF,34,1.03,6.7%,3.7%,51.7%,71.8%,51.4%,61.9%,39.2%,56.2%,39.3%
Cincinnati Masters,13,Hard,27,14,13,51.9%,14,6,8,42.9%,1991,2003,QF,27,0.98,10.0%,3.2%,53.9%,75.3%,49.2%,63.2%,35.9%,65.3%,41.5%
Indianapolis,12,Hard,30,19,11,63.3%,13,7,6,53.8%,1990,2002,W,29,1.15,9.8%,3.5%,53.7%,75.0%,52.2%,64.4%,40.8%,59.0%,45.1%
Hamburg Masters,12,Clay,29,17,12,58.6%,6,5,1,83.3%,1991,2003,QF,29,1.03,6.5%,2.7%,56.5%,70.4%,49.7%,61.4%,40.0%,56.3%,39.5%
Queen's Club,11,Grass,35,25,10,71.4%,12,6,6,50.0%,1990,2002,W,34,1.15,8.5%,6.1%,57.5%,75.7%,51.6%,65.5%,39.8%,59.5%,42.4%
Canada Masters,11,Hard,29,19,10,65.5%,10,8,2,80.0%,1993,2003,W,29,1.08,10.8%,3.4%,55.5%,74.9%,53.1%,65.2%,37.4%,59.7%,41.4%
Paris Masters,11,Carpet,16,5,11,31.3%,3,2,1,66.7%,1991,2003,SF,15,0.88,9.1%,3.3%,54.9%,71.8%,43.5%,59.0%,36.0%,58.6%,40.3%
