Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,469,297,172,63.3%,722-507,58.7%,6329-5684,52.7%,93-102,47.7%,432,80.6%,24.9%,9.2%,3.4%,55.2%,75.0%,50.9%,64.2%,38.7%,51.4%,1.08
Clay,156,90,66,57.7%,240-185,56.5%,2108-2017,51.1%,36-22,62.1%,145,75.2%,26.5%,6.3%,3.2%,53.6%,71.4%,49.5%,61.2%,39.8%,50.5%,1.03
Grass,103,68,35,66.0%,184-124,59.7%,1646-1438,53.4%,23-31,42.6%,93,83.4%,24.4%,8.5%,5.3%,57.8%,77.1%,49.0%,65.2%,39.0%,52.0%,1.12
Carpet,115,57,58,49.6%,134-149,47.3%,1363-1448,48.5%,27-24,52.9%,101,78.6%,19.7%,9.9%,3.2%,55.8%,73.4%,49.2%,62.7%,36.8%,49.6%,0.99
Grand Slams,161,104,57,64.6%,351-243,59.1%,3091-2762,52.8%,50-49,50.5%,152,80.9%,24.6%,8.3%,3.4%,57.3%,75.7%,49.5%,64.5%,39.4%,51.9%,1.11
Masters,231,128,103,55.4%,286-253,53.1%,2663-2627,50.3%,47-41,53.4%,226,77.3%,23.3%,8.2%,3.4%,54.3%,72.8%,49.6%,62.2%,38.0%,50.1%,1.00
Other Tours,409,253,156,61.9%,559-409,57.7%,4953-4540,52.2%,71-79,47.3%,390,80.3%,25.1%,9.0%,3.8%,54.6%,74.4%,50.9%,63.8%,38.8%,51.1%,1.07
Best of 5,198,127,71,64.1%,428-304,58.5%,3777-3409,52.6%,61-57,51.7%,156,80.7%,24.4%,8.5%,3.4%,57.2%,75.6%,49.5%,64.4%,39.3%,51.8%,1.10
Best of 3,645,385,260,59.7%,852-661,56.3%,7669-7178,51.7%,118-122,49.2%,615,79.3%,24.5%,8.7%,3.7%,54.5%,73.9%,50.5%,63.2%,38.5%,50.8%,1.05
Finals,23,15,8,65.2%,35-27,56.5%,316-293,51.9%,7-6,53.8%,23,79.9%,23.6%,10.3%,2.7%,54.5%,74.7%,49.8%,63.3%,38.7%,51.0%,1.06
Semi-finals,47,23,24,48.9%,52-60,46.4%,519-549,48.6%,4-8,33.3%,46,75.2%,21.6%,8.4%,3.9%,56.1%,71.4%,48.0%,61.1%,37.1%,49.2%,0.95
Quarter-finals,89,47,42,52.8%,109-101,51.9%,1030-1016,50.3%,14-18,43.8%,87,79.0%,22.8%,8.3%,3.6%,54.8%,72.9%,50.4%,62.7%,37.4%,50.2%,1.00
vs Righties,702,423,279,60.3%,1057-816,56.4%,9508-8862,51.8%,149-146,50.5%,641,79.3%,24.5%,8.6%,3.6%,55.2%,74.4%,49.7%,63.3%,38.7%,51.0%,1.06
vs Lefties,140,88,52,62.9%,220-149,59.6%,1920-1716,52.8%,30-33,47.6%,130,81.6%,24.4%,9.0%,3.5%,56.1%,74.4%,52.5%,64.8%,38.7%,51.5%,1.10
vs Top 10,117,32,85,27.4%,105-213,33.0%,1374-1754,43.9%,29-30,49.2%,108,72.4%,15.6%,8.1%,3.7%,56.0%,71.4%,45.4%,59.9%,34.2%,47.2%,0.85
