Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2003 Australian Open SF,L vs Agassi,18,28,0.6,12.4%,19.3%,10,25,0.4,8.0%,20.0%,4.8%,3.2%,2.1,18.6%,9.0%
2000 Stuttgart Masters F,W vs Hewitt,29,47,0.6,33.0%,53.4%,19,46,0.4,26.8%,64.8%,21.1%,5.6%,0.4,18.2%,42.0%
2000 Stuttgart Masters SF,W vs Grosjean,21,25,0.8,18.6%,22.1%,17,23,0.7,17.5%,23.7%,14.4%,3.1%,0.3,6.2%,23.0%
2000 Canada Masters SF,L vs Safin,17,50,0.3,9.6%,28.2%,13,45,0.3,8.0%,27.6%,6.7%,1.2%,0.6,11.3%,20.3%
1998 Washington SF,L vs Agassi,7,27,0.3,9.7%,37.5%,4,23,0.2,6.3%,36.5%,1.6%,3.2%,0.9,13.9%,15.3%
1996 Canada Masters F,W vs Woodbridge,11,15,0.7,9.9%,13.5%,6,15,0.4,5.9%,14.9%,3.0%,3.0%,0.4,9.9%,25.2%
1996 Canada Masters SF,W vs Martin,29,26,1.1,15.2%,13.6%,25,22,1.1,14.9%,13.1%,11.3%,3.6%,0.7,14.1%,21.5%
1996 Rome Masters SF,L vs Krajicek,16,21,0.8,16.0%,21.0%,13,17,0.8,14.9%,19.5%,5.7%,9.2%,0.9,13.0%,14.0%
1995 Paris Masters SF,L vs Becker,18,18,1.0,15.7%,15.7%,15,18,0.8,14.9%,17.8%,9.9%,5.0%,1.2,18.3%,14.8%
1995 Rome Masters SF,L vs Muster,25,35,0.7,17.5%,24.5%,18,31,0.6,13.8%,23.8%,10.0%,3.8%,1.1,13.3%,11.9%
1994 Indianapolis F,W vs Delaitre,23,16,1.4,25.0%,17.4%,18,16,1.1,21.4%,19.0%,14.3%,7.1%,0.2,6.5%,27.2%
1994 Canada Masters SF,L vs Agassi,31,32,1.0,23.7%,24.4%,25,31,0.8,20.2%,25.0%,7.3%,12.9%,0.7,10.7%,14.5%
1993 Indian Wells Masters F,L vs Courier,27,46,0.6,16.9%,28.7%,15,41,0.4,11.2%,30.6%,5.2%,6.0%,1.1,11.3%,10.6%
1993 Indian Wells Masters SF,W vs Volkov,41,14,2.9,28.5%,9.7%,30,12,2.5,23.8%,9.5%,15.1%,7.9%,1.2,14.6%,12.5%
1992 Australian Open SF,L vs Edberg,47,42,1.1,21.4%,19.1%,42,33,1.3,20.9%,16.4%,13.9%,7.0%,1.3,11.4%,8.6%
1992 Australian Open QF,W vs Mcenroe,52,20,2.6,29.4%,11.3%,38,19,2.0,23.8%,11.9%,14.4%,7.5%,0.8,9.0%,11.3%
Career (16 matches),,412,462,0.9,18.9%,21.2%,308,417,0.7,15.9%,21.6%,10.1%,5.6%,0.8,12.4%,16.4%
