Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2000 Stuttgart SF,W vs Grosjean,56% (5/9),80% (4/5),1/1,22% (2/9),50% (1/2),4/4,2/2,0/0,1/1,0/0
2000 Canada SF,L vs Safin,33% (5/15),80% (4/5),2/6,47% (7/15),14% (1/7),1/3,0/0,1/1,0/0,0/0
1998 Washington SF,L vs Agassi,0% (0/7),- (0/0),0/5,83% (5/6),0% (0/5),0/0,0/0,0/0,0/0,0/0
1996 Canada F,W vs Woodbridge,44% (4/9),75% (3/4),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
1996 Canada SF,W vs Martin,47% (7/15),43% (3/7),1/2,19% (3/16),33% (1/3),3/3,2/3,0/0,1/2,0/0
1996 Rome SF,L vs Krajicek,11% (1/9),100% (1/1),0/3,44% (4/9),0% (0/4),0/1,0/0,2/3,0/0,1/2
1995 Paris SF,L vs Becker,29% (2/7),0% (0/2),0/4,75% (6/8),17% (1/6),0/0,0/0,0/1,0/0,0/1
1995 Rome SF,L vs Muster,25% (3/12),67% (2/3),0/4,46% (6/13),17% (1/6),2/2,1/1,0/1,0/0,0/1
1994 Indianapolis F,W vs Delaitre,71% (5/7),80% (4/5),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,1/1,0/0
1993 Indian Wells F,L vs Courier,8% (1/13),0% (0/1),0/4,50% (6/12),17% (1/6),0/0,0/0,1/2,0/0,0/0
1993 Indian Wells SF,W vs Volkov,40% (4/10),25% (1/4),0/0,18% (2/11),100% (2/2),1/1,1/1,2/2,1/1,0/0
1992 Australian Open SF,L vs Edberg,21% (3/14),0% (0/3),0/4,46% (6/13),33% (2/6),0/0,0/0,1/1,0/0,1/1
1992 Australian Open QF,W vs Mcenroe,33% (5/15),60% (3/5),0/0,13% (2/15),100% (2/2),3/3,3/3,0/0,1/1,0/0
2000 (2 matches),,41.7%,80.0%,42.9%,37.5%,22.2%,71.4%,100.0%,100.0%,100.0%,-
1998 (1 matches),,0.0%,-,0.0%,83.3%,0.0%,-,-,-,-,-
1996 (3 matches),,36.4%,58.3%,20.0%,23.5%,25.0%,85.7%,80.0%,66.7%,66.7%,50.0%
1995 (2 matches),,26.3%,40.0%,0.0%,57.1%,16.7%,100.0%,100.0%,0.0%,-,0.0%
1994 (1 matches),,71.4%,80.0%,-,12.5%,100.0%,100.0%,100.0%,-,100.0%,-
Career (13 matches),,31.7%,55.6%,12.1%,35.4%,27.5%,87.0%,92.3%,63.6%,85.7%,40.0%
