Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2003 Australian Open SF,L vs Agassi,63.4%,35.6%,5.6%,3/1,2.11,12.2%,59.6%,25.8%,1.9%,2.20,18.5%,87.5%,57.1%,18.8%,2.00,4.5%
2000 Stuttgart F,W vs Hewitt,45.1%,54.7%,2.1%,0/3,2.07,4.9%,69.6%,40.6%,6.5%,2.01,10.3%,88.9%,68.8%,0.0%,2.12,0.0%
2000 Stuttgart SF,W vs Grosjean,61.8%,66.7%,1.5%,0/1,1.77,25.0%,67.7%,71.4%,3.2%,1.56,43.8%,67.7%,61.9%,0.0%,2.04,0.0%
2000 Canada SF,L vs Safin,69.7%,43.4%,5.3%,1/3,1.87,2.9%,55.9%,42.1%,11.8%,1.97,6.1%,82.9%,44.1%,0.0%,1.77,0.0%
1998 Washington SF,L vs Agassi,65.7%,30.4%,11.4%,1/3,-,0.0%,64.0%,25.0%,12.0%,-,0.0%,70.0%,42.9%,10.0%,-,0.0%
1996 Canada F,W vs Woodbridge,75.0%,47.6%,7.1%,2/2,1.74,39.4%,80.8%,42.9%,11.5%,1.78,25.0%,77.8%,52.4%,3.7%,1.71,52.9%
1996 Canada SF,W vs Martin,66.3%,52.4%,7.4%,1/6,2.05,5.4%,56.3%,48.1%,4.2%,2.07,3.4%,83.7%,55.6%,11.6%,2.04,7.4%
1996 Rome SF,L vs Krajicek,64.7%,42.4%,0.0%,0/0,2.35,63.9%,50.0%,63.6%,0.0%,2.18,52.9%,81.5%,31.8%,0.0%,2.50,73.7%
1995 Paris SF,L vs Becker,53.6%,50.0%,16.1%,2/7,2.00,22.2%,46.7%,50.0%,13.3%,2.05,26.3%,76.2%,50.0%,23.8%,1.96,19.2%
1995 Rome SF,L vs Muster,81.4%,33.3%,13.6%,3/4,2.15,14.8%,79.5%,38.7%,20.5%,1.74,40.9%,89.5%,23.5%,0.0%,2.40,0.0%
1994 Indianapolis F,W vs Delaitre,71.7%,66.7%,6.5%,0/3,1.77,34.4%,57.1%,58.3%,14.3%,1.67,44.4%,91.3%,71.4%,0.0%,1.80,30.4%
1994 Canada SF,L vs Agassi,78.6%,47.3%,5.7%,2/2,1.83,5.4%,83.3%,46.7%,5.6%,1.79,10.3%,92.6%,48.0%,7.4%,1.87,0.0%
1993 Indian Wells SF,W vs Volkov,76.4%,47.3%,8.3%,4/2,2.08,6.3%,64.7%,36.4%,14.7%,1.77,13.6%,86.8%,54.5%,2.6%,2.35,0.0%
1993 Indian Wells F,L vs Courier,59.5%,34.1%,8.1%,4/2,1.54,4.0%,55.3%,23.8%,13.2%,1.28,11.1%,69.7%,43.5%,3.0%,1.69,0.0%
1992 Australian Open SF,L vs Edberg,58.3%,51.7%,13.6%,5/9,1.82,43.2%,48.5%,50.0%,10.6%,1.51,26.7%,77.8%,53.6%,19.4%,2.21,63.9%
1992 Australian Open QF,W vs Mcenroe,60.9%,56.6%,6.9%,1/5,1.88,2.0%,43.8%,52.4%,8.3%,1.53,0.0%,82.1%,59.4%,5.1%,2.15,4.2%
Career (16 matches),,64.0%,48.0%,7.1%,34.9%,1.94,16.6%,60.6%,43.5%,9.2%,1.83,18.6%,81.8%,52.4%,6.0%,2.05,14.8%
