Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2003 Australian Open SF,L vs Agassi,8.3%,83.3%,11.3%,82.4%,14.5%,22.2%,20.0%,5.8%,7.4%,0.4%,0.0%,-50,-20
2000 Stuttgart F,W vs Hewitt,0.6%,0.0%,7.3%,52.2%,13.9%,19.6%,20.0%,3.7%,4.0%,0.0%,-,19,-36
2000 Stuttgart SF,W vs Grosjean,7.3%,33.3%,18.6%,71.4%,19.7%,33.3%,16.7%,18.8%,23.1%,0.0%,-,58,105
2000 Canada SF,L vs Safin,0.0%,-,4.5%,75.0%,12.4%,12.2%,16.7%,2.0%,13.3%,0.3%,0.0%,-5,2
1998 Washington SF,L vs Agassi,0.0%,-,2.8%,50.0%,0.0%,0.0%,0.0%,5.3%,40.0%,0.0%,-,30,64
1996 Canada F,W vs Woodbridge,10.0%,60.0%,10.8%,66.7%,20.0%,23.1%,25.0%,2.3%,25.0%,0.0%,-,-62,-15
1996 Canada SF,W vs Martin,12.0%,90.9%,9.4%,77.8%,22.3%,28.6%,0.0%,11.1%,50.0%,0.8%,0.0%,-25,7
1996 Rome SF,L vs Krajicek,2.2%,100.0%,7.0%,71.4%,14.8%,21.7%,0.0%,6.8%,42.9%,0.0%,-,22,16
1995 Paris SF,L vs Becker,8.9%,20.0%,7.8%,44.4%,18.4%,19.0%,25.0%,8.0%,22.2%,0.7%,0.0%,21,-8
1995 Rome SF,L vs Muster,37.7%,62.1%,30.1%,60.5%,7.5%,8.8%,0.0%,4.9%,14.3%,0.0%,-,-12,-2
1994 Indianapolis F,W vs Delaitre,29.3%,50.0%,22.8%,71.4%,11.8%,12.1%,25.0%,10.8%,40.0%,0.0%,-,7,11
1994 Canada SF,L vs Agassi,16.7%,63.6%,19.0%,63.0%,9.0%,17.1%,11.1%,7.5%,24.1%,0.6%,50.0%,-43,-49
1993 Indian Wells SF,W vs Volkov,41.0%,72.0%,25.7%,70.3%,23.2%,38.9%,6.7%,7.7%,16.7%,0.0%,-,-2,13
1993 Indian Wells F,L vs Courier,35.1%,61.5%,22.5%,58.3%,9.2%,12.5%,12.5%,2.9%,15.4%,0.0%,-,40,81
1992 Australian Open SF,L vs Edberg,29.5%,72.7%,18.2%,75.0%,29.4%,50.0%,11.1%,11.1%,7.7%,0.0%,-,147,110
1992 Australian Open QF,W vs Mcenroe,31.6%,70.8%,19.8%,74.3%,32.7%,45.0%,20.0%,18.2%,50.0%,0.7%,100.0%,137,115
Career (16 matches),,16.6%,66.1%,14.7%,67.4%,15.7%,22.2%,11.8%,6.6%,18.3%,0.2%,25.0%,12,18
