Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2004,128,345,56,1800,55,1736,46,1765,37,1725,495,75,,
2003,26,1125,30,1870,28,1826,33,1810,19,1773,85,640,,
2002,39,875,38,1871,33,1809,49,1777,19,1784,56,990,27,1725
2001,62,600,58,1810,49,1766,66,1737,27,1729,31,1660,,
2000,13,1770,17,1936,14,1897,24,1866,10,1806,14,2520,,
1999,53,846,43,1837,38,1798,41,1812,26,1743,31,1677,,
1998,26,1285,29,1900,27,1852,31,1850,22,1782,66,911,,
1997,42,910,29,1925,17,1899,26,1897,16,1828,114,642,,
1996,10,2149,12,1979,10,1948,8,1971,11,1864,100,633,,
1995,9,,9,2039,12,1948,9,2018,7,1924,59,1070,,
1994,12,,11,2040,5,2051,17,1946,8,1950,19,1758,,
1993,22,,24,1941,19,1942,28,1878,11,1912,35,1390,,
1992,12,,19,1968,13,1951,21,1919,11,1906,31,1342,,
1991,41,,53,1841,44,1796,58,1776,61,1670,25,1380,,
1990,173,,,,,,,,,,87,589,,
1989,229,,,,,,,,,,357,,,
1988,315,,,,,,,,,,511,,,
