Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Roland Garros R128,L vs Kalinskaya,5.3,5.2,5.3,49.3%,49.1%,57.1%,30.8%,52.7%,28.2%,-0.5,-0.3,5.5,4.0
2024 Miami R128,L vs Wozniacki,4.8,4.7,4.9,32.7%,44.8%,40.9%,41.7%,44.9%,27.2%,-4.5,-4.8,3.0,3.3
2024 Australian Open R32,L vs Dodin,3.6,3.2,4.0,42.0%,44.8%,45.5%,42.9%,55.3%,41.2%,7.0,9.7,4.0,10.0
2024 Australian Open R64,W vs Pegula,3.9,3.0,4.4,52.9%,62.5%,53.8%,77.8%,58.9%,42.3%,10.0,9.8,1.5,3.4
2023 US Open R32,L vs Sabalenka,3.4,3.0,3.8,35.7%,31.8%,30.0%,33.3%,57.1%,19.6%,0.0,0.0,-4.5,-11.3
2023 Lausanne F,L vs Cocciaretto,6.5,6.0,6.9,39.2%,59.1%,57.9%,48.9%,53.5%,26.9%,17.5,5.9,-4.0,-2.0
2023 Roland Garros R128,L vs Sorribes Tormo,6.2,5.9,6.3,40.7%,43.3%,48.5%,51.5%,54.3%,21.8%,-0.5,-0.2,1.5,1.0
2022 US Open R32,L vs Sabalenka,3.4,3.4,3.4,31.0%,50.0%,42.9%,42.9%,53.1%,17.6%,3.0,4.3,-8.0,-15.4
2022 Indian Wells R128,L vs Kalinina,4.1,4.3,3.8,45.9%,31.8%,46.7%,40.0%,58.6%,15.6%,-3.0,-3.1,-6.0,-9.7
2022 Melbourne R16,L vs Petkovic,4.0,4.1,3.9,47.1%,56.0%,50.0%,50.0%,51.5%,9.3%,10.5,6.2,-0.5,-0.3
2022 Melbourne R32,W vs Zhang,3.6,3.3,3.8,46.5%,63.3%,61.5%,75.0%,55.3%,13.0%,4.0,3.9,2.0,2.6
2021 Lausanne F,L vs Zidansek,3.3,3.0,3.6,47.9%,53.1%,45.0%,50.0%,51.3%,12.5%,21.0,17.2,-3.0,-2.8
2020 Roland Garros R64,W vs Juvan,5.2,5.0,5.3,44.3%,61.9%,53.3%,59.1%,51.6%,20.8%,24.0,14.3,3.5,2.6
2020 Roland Garros R128,W vs Rus,6.4,6.6,6.3,41.8%,59.7%,59.6%,55.4%,55.6%,18.3%,4.0,1.1,17.5,7.2
Career (14 matches),,4.8,4.5,5.0,43.3%,52.5%,51.7%,50.4%,53.6%,21.8%,6.6,4.4,0.9,0.8
