Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Roland Garros R128,L vs Kalinskaya,0.0%,-,7.3%,46.2%,7.2%,20.9%,0.0%,14.0%,39.3%,4.1%,41.2%,-49,-55
2024 Miami R128,L vs Wozniacki,0.0%,-,14.3%,56.3%,12.1%,18.2%,0.0%,6.3%,12.5%,4.4%,30.0%,-1,14
2024 Australian Open R32,L vs Dodin,0.0%,-,4.3%,80.0%,15.2%,9.1%,0.0%,11.8%,40.0%,3.9%,33.3%,-95,-65
2024 Australian Open R64,W vs Pegula,0.0%,-,6.9%,100.0%,13.9%,30.4%,0.0%,21.1%,60.0%,1.1%,50.0%,-44,24
2023 US Open R32,L vs Sabalenka,0.0%,-,4.4%,50.0%,13.6%,20.0%,100.0%,7.4%,50.0%,1.7%,0.0%,-92,-55
2023 Lausanne F,L vs Cocciaretto,0.0%,-,6.3%,61.5%,9.1%,20.0%,7.7%,4.6%,22.2%,2.1%,30.8%,-94,-98
2023 Roland Garros R128,L vs Sorribes Tormo,0.0%,-,14.2%,68.2%,8.2%,8.7%,8.3%,10.7%,50.0%,5.9%,36.0%,-22,-49
2022 US Open R32,L vs Sabalenka,0.0%,-,5.5%,100.0%,7.4%,16.7%,0.0%,9.1%,33.3%,1.4%,50.0%,0,19
2022 Indian Wells R128,L vs Kalinina,0.0%,-,10.2%,54.5%,12.7%,27.8%,100.0%,8.5%,15.4%,2.2%,0.0%,10,34
2022 Melbourne R16,L vs Petkovic,0.0%,-,3.1%,83.3%,18.4%,29.4%,100.0%,9.4%,34.6%,3.9%,14.3%,118,112
2022 Melbourne R32,W vs Zhang,0.0%,-,5.1%,71.4%,13.5%,35.3%,0.0%,7.4%,10.0%,1.9%,25.0%,1,17
2021 Lausanne F,L vs Zidansek,1.1%,100.0%,4.2%,62.5%,25.8%,34.3%,50.0%,12.9%,27.3%,3.0%,25.0%,117,99
2020 Roland Garros R64,W vs Juvan,0.0%,-,12.8%,66.7%,16.9%,30.8%,33.3%,5.3%,30.0%,3.3%,0.0%,-31,-34
2020 Roland Garros R128,W vs Rus,0.0%,-,10.2%,60.0%,7.8%,16.0%,2.4%,7.5%,3.6%,2.8%,25.0%,-50,-50
Career (14 matches),,0.1%,100.0%,7.8%,65.5%,11.8%,22.1%,13.3%,8.7%,27.3%,3.2%,26.6%,-22,-16
