Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
7,Elsa Jacquemot [FRA],6,1,85.7%,0,0,0,-,2020,2024,4,1.38,3.3%,5.8%,52.1%,71.4%,54.3%,63.2%,50.7%,57.1%,42.6%
4,Camila Osorio [COL],1,3,25.0%,0,0,0,-,2020,2024,2,1.01,2.8%,3.7%,51.4%,67.3%,40.4%,54.2%,46.3%,46.7%,69.2%
4,Erika Andreeva [RUS],3,1,75.0%,2,2,0,100.0%,2022,2023,3,1.09,1.5%,3.8%,55.8%,64.8%,45.2%,56.2%,47.8%,51.5%,41.3%
4,Sara Sorribes Tormo [ESP],1,3,25.0%,2,0,2,0.0%,2022,2023,4,0.91,0.7%,4.6%,61.8%,53.4%,35.8%,46.7%,48.3%,36.1%,45.0%
3,Cristina Bucsa [ESP],2,1,66.7%,0,0,0,-,2023,2024,3,1.08,7.3%,8.7%,53.3%,70.0%,47.1%,59.3%,44.0%,36.4%,75.0%
3,Katerina Siniakova [CZE],2,1,66.7%,2,2,0,100.0%,2024,2024,3,0.94,3.1%,6.5%,60.8%,57.0%,33.3%,47.7%,49.0%,42.4%,66.7%
3,Eva Lys [GER],2,1,66.7%,0,0,0,-,2022,2024,3,1.11,9.0%,4.5%,57.4%,61.8%,48.5%,56.1%,48.9%,38.5%,36.8%
3,Elina Svitolina [UKR],1,2,33.3%,1,1,0,100.0%,2021,2024,3,0.92,2.6%,5.3%,54.5%,61.4%,39.7%,51.5%,44.7%,50.0%,41.5%
3,Olga Danilovic [SRB],2,1,66.7%,1,0,1,0.0%,2023,2024,3,1.08,0.7%,7.9%,58.1%,60.6%,39.3%,51.7%,52.1%,53.1%,62.9%
3,Katie Boulter [GBR],1,2,33.3%,1,0,1,0.0%,2020,2024,2,0.79,10.1%,9.3%,55.0%,63.4%,37.9%,51.9%,38.0%,52.6%,22.2%
3,Aliaksandra Sasnovich [BLR],2,1,66.7%,0,0,0,-,2021,2024,3,0.97,3.8%,6.3%,60.3%,59.0%,37.9%,50.6%,47.9%,44.1%,48.6%
3,Emma Navarro [USA],1,2,33.3%,0,0,0,-,2022,2024,3,0.90,2.6%,7.7%,60.7%,55.6%,44.6%,51.3%,43.6%,60.6%,40.0%
3,Anhelina Kalinina [UKR],2,1,66.7%,0,0,0,-,2020,2024,2,1.03,3.6%,5.4%,53.2%,64.4%,42.3%,54.1%,47.5%,41.7%,46.7%
3,Ana Bogdan [ROU],2,1,66.7%,0,0,0,-,2023,2023,3,0.97,4.8%,7.1%,46.4%,60.3%,46.7%,53.0%,45.5%,59.1%,50.0%
3,Fiona Ferro [FRA],1,2,33.3%,0,0,0,-,2021,2023,2,1.00,1.4%,5.0%,71.2%,54.5%,52.5%,54.0%,46.2%,52.6%,43.5%
