Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2024 Roland Garros R128,L vs Kalinskaya,11.5%,16.1%,36.0%,11.1%,15.6%,40.0%,38.1%,45.8%,33.3%,12.5%,17.5%,31.4%,44.4%,40.9%,40.0%,-46
2024 Miami R128,L vs Wozniacki,10.0%,10.0%,42.6%,15.6%,15.6%,40.7%,60.0%,16.7%,40.0%,4.8%,4.8%,45.0%,85.7%,21.4%,0.0%,-77
2024 Australian Open R32,L vs Dodin,23.0%,29.5%,34.9%,31.3%,37.5%,31.8%,60.0%,41.2%,25.0%,16.0%,24.0%,38.1%,91.7%,30.8%,25.0%,40
2024 Australian Open R64,W vs Pegula,36.7%,42.9%,55.6%,39.3%,46.4%,52.9%,38.5%,40.0%,50.0%,41.2%,47.1%,60.0%,50.0%,11.1%,-,126
2023 US Open R32,L vs Sabalenka,16.3%,20.9%,33.3%,17.4%,26.1%,36.8%,61.5%,50.0%,25.0%,21.4%,21.4%,27.3%,75.0%,40.0%,33.3%,63
2023 Lausanne F,L vs Cocciaretto,8.9%,13.3%,57.0%,12.0%,18.0%,61.4%,45.8%,42.3%,100.0%,5.4%,8.1%,51.4%,6.7%,59.1%,60.0%,-61
2023 Roland Garros R128,L vs Sorribes Tormo,3.2%,14.5%,42.4%,2.0%,16.3%,41.7%,52.2%,38.5%,50.0%,8.3%,8.3%,45.5%,83.3%,50.0%,100.0%,-30
2022 US Open R32,L vs Sabalenka,13.3%,16.7%,27.3%,28.6%,35.7%,45.0%,64.3%,64.3%,80.0%,0.0%,0.0%,12.5%,61.5%,18.2%,33.3%,-119
2022 Indian Wells R128,L vs Kalinina,22.0%,32.2%,36.4%,25.8%,38.7%,43.5%,60.0%,43.8%,0.0%,19.2%,26.9%,28.6%,66.7%,7.1%,33.3%,-18
2022 Melbourne R16,L vs Petkovic,9.0%,19.0%,52.6%,12.1%,27.6%,52.9%,38.5%,46.9%,50.0%,6.9%,10.3%,51.9%,46.2%,18.8%,0.0%,-64
2022 Melbourne R32,W vs Zhang,22.6%,32.3%,62.8%,30.8%,46.2%,61.1%,40.0%,37.5%,100.0%,19.4%,25.8%,64.0%,60.0%,31.3%,100.0%,64
2021 Lausanne F,L vs Zidansek,20.9%,34.1%,50.8%,25.5%,41.2%,44.7%,44.0%,38.5%,0.0%,18.2%,30.3%,59.3%,23.1%,40.0%,25.0%,54
2020 Roland Garros R64,W vs Juvan,8.6%,13.6%,56.7%,9.8%,11.8%,54.3%,55.2%,45.5%,50.0%,8.7%,21.7%,61.9%,33.3%,11.8%,0.0%,-42
2020 Roland Garros R128,W vs Rus,9.1%,10.0%,49.5%,12.0%,13.3%,47.0%,76.7%,20.0%,0.0%,3.3%,3.3%,55.2%,28.6%,18.8%,0.0%,-86
Career (14 matches),,14.3%,20.7%,46.6%,17.3%,25.4%,47.4%,52.9%,39.2%,39.7%,12.4%,17.4%,45.4%,50.0%,29.6%,28.6%,0
