Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,11,6,5,54.5%,2,1,1,50.0%,2019,2024,R32,11,1.03,3.4%,9.5%,52.5%,62.2%,44.4%,53.7%,47.8%,55.1%,55.9%
Roland Garros,6,Clay,8,2,6,25.0%,7,2,5,28.6%,2018,2024,R32,7,0.95,0.5%,5.2%,62.9%,51.6%,40.3%,47.4%,49.7%,54.3%,36.8%
Wimbledon,4,Grass,10,6,4,60.0%,1,1,0,100.0%,2021,2024,R64,10,1.02,5.6%,7.8%,55.5%,67.3%,46.6%,58.1%,42.6%,54.2%,47.1%
US Open,4,Hard,12,8,4,66.7%,1,1,0,100.0%,2021,2024,R32,12,0.94,3.9%,8.0%,51.5%,62.0%,43.0%,52.8%,44.3%,55.7%,52.8%
Olympics,1,,2,1,1,50.0%,2,1,1,50.0%,2024,2024,R32,2,0.90,0.8%,0.8%,73.3%,46.9%,57.1%,49.6%,45.4%,58.8%,41.7%
Angers 125,3,Hard,10,8,2,80.0%,5,4,1,80.0%,2022,2024,W,10,1.05,3.4%,4.9%,57.2%,67.2%,42.8%,56.8%,45.5%,50.0%,54.5%
Monastir,2,Hard,6,4,2,66.7%,2,1,1,50.0%,2023,2024,SF,6,1.12,3.8%,5.1%,56.3%,62.2%,44.2%,54.3%,51.2%,53.1%,49.2%
Cleveland,2,Hard,6,4,2,66.7%,2,1,1,50.0%,2023,2024,QF,6,1.06,4.5%,7.8%,44.6%,66.4%,44.2%,54.1%,48.7%,57.6%,50.0%
Strasbourg,4,Clay,11,7,4,63.6%,4,3,1,75.0%,2020,2024,SF,11,1.03,2.8%,6.6%,55.1%,65.2%,43.8%,55.6%,45.5%,58.3%,43.7%
Madrid,3,Clay,6,3,3,50.0%,2,0,2,0.0%,2022,2024,R128,6,0.98,3.2%,5.8%,58.7%,62.9%,38.7%,52.9%,46.1%,50.8%,49.2%
Miami,2,Hard,3,1,2,33.3%,0,0,0,-,2022,2024,R64,3,0.85,2.6%,9.3%,54.6%,62.9%,36.9%,51.1%,41.7%,62.9%,45.5%
