Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,4,3,1,75.0%,6-2,75.0%,40-26,60.6%,0-0,-,4,63.9%,55.6%,0.8%,3.6%,66.8%,61.8%,40.2%,54.7%,52.0%,53.4%,1.15,SF (Antalya 125 1)
2024,6,3,3,50.0%,7-7,50.0%,69-70,49.6%,0-2,0.0%,6,66.2%,34.8%,3.5%,9.0%,55.8%,71.7%,35.8%,55.8%,44.3%,49.8%,1.00,QF (Saint Malo 125)
2023,17,12,5,70.6%,25-15,62.5%,200-174,53.5%,4-1,80.0%,8,55.6%,42.9%,3.1%,5.5%,54.7%,62.4%,42.2%,53.2%,46.2%,49.8%,0.99,W (2x)
2022,27,11,16,40.7%,28-37,43.1%,273-315,46.4%,3-1,75.0%,21,58.4%,35.7%,2.3%,5.7%,59.2%,59.4%,44.0%,53.1%,43.7%,48.5%,0.93,QF (4x)
2021,32,24,8,75.0%,50-26,65.8%,404-339,54.4%,9-4,69.2%,7,58.5%,35.8%,2.8%,7.2%,57.0%,64.2%,40.2%,53.9%,44.4%,49.0%,0.96,W (2x)
2020,21,14,7,66.7%,31-18,63.3%,248-197,55.7%,1-1,50.0%,0,,,,,,,,,,,,W (W25 Grenoble)
2019,7,5,2,71.4%,10-4,71.4%,67-50,57.3%,0-0,-,0,,,,,,,,,,,,F (W15 Monastir)
2018,12,6,6,50.0%,14-15,48.3%,134-130,50.8%,0-1,0.0%,0,,,,,,,,,,,,SF (Hammamet $15K)
2017,5,3,2,60.0%,7-6,53.8%,64-56,53.3%,2-1,66.7%,0,,,,,,,,,,,,SF (Les Contamines Montjoie $15K)
2016,5,3,2,60.0%,6-5,54.5%,55-45,55.0%,0-2,0.0%,0,,,,,,,,,,,,QF (Hammamet $10K)
Career,136,84,52,61.8%,184-135,57.7%,1554-1402,52.6%,19-13,59.4%,46,59.3%,38.3%,2.6%,6.2%,58.2%,62.4%,41.7%,53.7%,44.9%,49.3%,0.97,
