Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R32 (W25 Boca Raton FL)
2022,5,0,5,0.0%,1-9,10.0%,30-54,35.7%,0-0,-,0,,,,,,,,,,,,R32 (5x)
2021,18,9,9,50.0%,23-22,51.1%,211-222,48.7%,4-2,66.7%,8,57.3%,47.0%,0.6%,6.4%,69.5%,58.6%,39.3%,52.7%,50.0%,51.3%,1.06,F (Bastad)
2020,12,8,4,66.7%,17-8,68.0%,132-105,55.7%,1-1,50.0%,0,,,,,,,,,,,,W (W100 Nicholasville KY)
2019,44,29,15,65.9%,63-36,63.6%,487-388,55.7%,5-1,83.3%,1,42.9%,38.5%,2.9%,2.9%,60.8%,46.8%,50.0%,48.0%,44.4%,46.4%,0.86,W (W25 Darmstadt)
2018,6,1,5,16.7%,5-9,35.7%,65-78,45.5%,3-1,75.0%,1,66.7%,13.3%,3.0%,4.0%,63.0%,65.1%,43.2%,57.0%,39.3%,47.3%,0.91,R16 (Naples FL $25K)
2017,7,5,2,71.4%,11-7,61.1%,91-78,53.8%,1-0,100.0%,0,,,,,,,,,,,,W (Indian Harbour Beach FL $80K)
2016,15,12,3,80.0%,24-8,75.0%,173-103,62.7%,2-0,100.0%,5,68.1%,37.0%,5.8%,1.8%,68.7%,66.1%,44.2%,59.3%,43.4%,51.3%,1.06,W (Zhuhai $50K)
2015,19,15,4,78.9%,29-11,72.5%,214-139,60.6%,1-1,50.0%,0,,,,,,,,,,,,W (2x)
2014,8,5,3,62.5%,11-8,57.9%,93-80,53.8%,1-2,33.3%,0,,,,,,,,,,,,SF (Dothan AL 50K)
2013,3,1,2,33.3%,2-5,28.6%,29-40,42.0%,0-0,-,0,,,,,,,,,,,,R16 (Taipei)
2012,8,7,1,87.5%,14-3,82.4%,95-61,60.9%,2-1,66.7%,0,,,,,,,,,,,,W (Midland MI 100K)
2011,12,9,3,75.0%,21-6,77.8%,151-93,61.9%,2-0,100.0%,0,,,,,,,,,,,,F (Nottingham 75K)
2007,37,29,8,78.4%,62-19,76.5%,437-282,60.8%,4-2,66.7%,0,,,,,,,,,,,,W (2x)
2006,19,8,11,42.1%,21-23,47.7%,192-215,47.2%,3-3,50.0%,0,,,,,,,,,,,,QF (2x)
2005,7,3,4,42.9%,7-8,46.7%,69-73,48.6%,0-0,-,0,,,,,,,,,,,,QF (Opole 25K)
2004,7,4,3,57.1%,8-7,53.3%,66-69,48.9%,2-0,100.0%,0,,,,,,,,,,,,SF (Bol 10K)
2003,10,8,2,80.0%,17-6,73.9%,118-79,59.9%,3-0,100.0%,0,,,,,,,,,,,,F (2x)
2002,1,0,1,0.0%,1-2,33.3%,12-16,42.9%,0-0,-,0,,,,,,,,,,,,R32 (Minsk 10K)
Career,239,153,86,64.0%,337-199,62.9%,2668-2187,55.0%,34-14,70.8%,15,60.1%,40.1%,2.5%,4.5%,67.8%,60.2%,42.3%,54.4%,46.5%,50.4%,1.02,
