Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,23,10,13,43.5%,4,1,3,25.0%,2008,2022,R64,17,0.91,3.0%,4.2%,68.9%,58.0%,45.1%,53.9%,42.0%,45.2%,37.9%
Roland Garros,13,Clay,26,12,14,46.2%,4,2,2,50.0%,2008,2023,R32,20,0.94,1.0%,5.8%,65.1%,59.1%,39.6%,52.3%,45.1%,55.9%,50.3%
Wimbledon,12,Grass,27,15,12,55.6%,7,6,1,85.7%,2007,2021,R16,19,0.98,1.6%,5.4%,65.2%,62.3%,45.9%,56.6%,42.6%,52.8%,53.4%
US Open,14,Hard,23,9,14,39.1%,2,1,1,50.0%,2007,2021,R32,19,0.94,1.3%,4.9%,65.4%,57.5%,42.0%,52.1%,45.0%,48.5%,44.2%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2008,2008,R64,0,,,,,,,,,,
Fed Cup,8,,27,17,10,63.0%,7,5,2,71.4%,2008,2016,,2,0.85,5.4%,7.4%,63.1%,60.6%,23.6%,47.0%,45.1%,50.0%,40.0%
Miami,10,Hard,15,5,10,33.3%,3,3,0,100.0%,2008,2022,R64,14,0.93,1.7%,6.3%,60.4%,59.1%,43.7%,53.0%,43.9%,47.5%,44.0%
Indian Wells,10,Hard,16,6,10,37.5%,2,1,1,50.0%,2008,2022,R64,15,0.93,1.1%,7.1%,65.0%,57.7%,42.0%,52.2%,44.7%,51.0%,50.8%
Monterrey,6,Hard,11,5,6,45.5%,0,0,0,-,2011,2022,QF,11,1.01,1.6%,5.1%,66.5%,58.2%,50.2%,55.5%,44.7%,51.7%,44.8%
Guadalajara,2,Hard,3,1,2,33.3%,2,0,2,0.0%,2021,2022,Q2,3,0.97,1.2%,5.9%,65.2%,61.2%,44.3%,55.3%,43.2%,65.5%,68.4%
Bastad,3,Clay,8,5,3,62.5%,1,0,1,0.0%,2012,2021,F,8,1.10,1.6%,7.6%,67.7%,61.0%,41.7%,54.7%,49.9%,55.6%,54.5%
Bol,2,Clay,4,2,2,50.0%,1,1,0,100.0%,2017,2021,R16,4,0.94,0.7%,4.1%,62.9%,54.8%,51.5%,53.6%,43.5%,46.9%,38.9%
