Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W60 Concord MA SF,L vs Dolehide,18% (2/11),0% (0/2),0/1,18% (2/11),50% (1/2),0/0,0/0,3/3,0/0,1/1
2019 W60 Concord MA QF,W vs Kiick,100% (7/7),100% (7/7),3/3,38% (3/8),0% (0/3),5/7,2/2,0/0,1/1,0/0
2019 W60 Concord MA R32,W vs Stollar,45% (5/11),80% (4/5),0/2,18% (2/11),0% (0/2),4/4,2/3,0/0,1/1,0/0
2019 W25 Stuttgart Vaihingen QF,W vs Detiuc,75% (6/8),100% (6/6),0/1,14% (1/7),0% (0/1),3/4,0/0,0/0,0/0,0/0
2019 W25 Darmstadt F,W vs Tauson,44% (4/9),75% (3/4),0/1,10% (1/10),0% (0/1),3/3,1/1,3/3,0/0,0/0
2019 W25 Darmstadt SF,W vs Wagner,35% (7/20),100% (7/7),1/4,59% (10/17),50% (5/10),2/3,0/0,2/2,0/0,1/1
2019 W25 Darmstadt R16,W vs Piter,100% (7/7),100% (7/7),2/2,29% (2/7),0% (0/2),4/5,0/0,0/0,0/0,0/0
2019 W25 Darmstadt R32,W vs Gerlach,71% (5/7),100% (5/5),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,1/1,0/0
2019 W100 Bonita Springs FL R32,L vs Townsend,22% (2/9),50% (1/2),1/3,63% (5/8),20% (1/5),1/1,0/0,0/1,0/0,0/0
2019 W25 Osprey FL SF,L vs Arconada,63% (10/16),80% (8/10),2/7,63% (10/16),10% (1/10),4/8,1/1,1/3,0/0,0/1
2019 W25 Osprey FL QF,W vs Zarazua,75% (6/8),83% (5/6),0/0,0% (0/7),- (0/0),4/4,1/1,0/0,0/0,0/0
2019 W25 Osprey FL R16,W vs Boren,100% (6/6),100% (6/6),0/0,17% (1/6),100% (1/1),6/6,2/2,0/0,1/1,0/0
2019 W25 Osprey FL R32,W vs Ivanova,63% (5/8),100% (5/5),0/1,25% (2/8),50% (1/2),4/4,1/1,0/0,0/0,0/0
2019 W80 Dothan AL Q2,W vs Volynets,56% (5/9),100% (5/5),0/0,0% (0/9),- (0/0),4/4,1/1,0/0,1/1,0/0
2019 W25 Jackson MS SF,L vs Li,31% (4/13),75% (3/4),1/6,58% (7/12),14% (1/7),2/2,0/0,1/1,0/0,0/0
2019 W25 Jackson MS QF,W vs Mihalikova,75% (6/8),100% (6/6),1/1,14% (1/7),0% (0/1),4/5,1/1,0/0,0/0,0/0
2019 W25 Jackson MS R16,W vs Laskutova,88% (7/8),86% (6/7),2/2,38% (3/8),33% (1/3),4/5,1/1,0/0,0/0,0/0
2019 W25 Jackson MS R32,W vs Mccray,86% (6/7),100% (6/6),0/0,33% (2/6),100% (2/2),5/5,1/1,0/0,0/0,0/0
2019 W25 Surprise AZ SF,L vs Gauff,50% (6/12),83% (5/6),0/4,42% (5/12),0% (0/5),3/4,0/0,0/1,0/0,0/1
2019 W25 Surprise AZ R16,W vs Bouzkova,75% (6/8),100% (6/6),3/3,44% (4/9),25% (1/4),5/5,1/1,0/0,1/1,0/0
2019 (27 matches),,56.0%,88.3%,38.4%,38.2%,22.5%,81.6%,92.0%,70.6%,100.0%,50.0%
2018 (7 matches),,46.7%,65.7%,34.5%,51.9%,22.5%,73.7%,75.0%,71.4%,100.0%,33.3%
2017 (11 matches),,50.0%,86.7%,36.7%,56.7%,20.6%,54.2%,81.8%,28.6%,100.0%,66.7%
2016 (35 matches),,47.9%,69.8%,18.3%,45.4%,22.6%,70.8%,78.3%,59.1%,69.2%,64.7%
2015 (25 matches),,57.7%,83.4%,45.9%,49.1%,29.1%,69.0%,63.3%,65.2%,63.6%,66.7%
Career (185 matches),,51.9%,77.6%,35.8%,48.8%,22.4%,67.3%,71.5%,57.0%,73.8%,51.5%
