Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,5,0,5,0.0%,2-10,16.7%,39-65,37.5%,0-0,-,5,47.1%,26.4%,0.6%,4.0%,70.1%,52.4%,40.6%,48.9%,40.5%,44.7%,0.79,R32 (2x)
2020,6,3,3,50.0%,7-7,50.0%,63-58,52.1%,1-0,100.0%,6,62.3%,32.7%,0.8%,4.4%,74.9%,63.0%,41.2%,57.5%,44.3%,50.9%,1.04,R16 (2x)
2019,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-1,0.0%,1,40.0%,33.3%,0.0%,9.9%,71.8%,51.0%,35.0%,46.5%,34.6%,41.5%,0.65,R32 (Tashkent)
2018,2,1,1,50.0%,2-2,50.0%,14-17,45.2%,0-0,-,2,68.8%,20.0%,3.6%,3.6%,68.5%,64.5%,37.1%,55.9%,42.9%,49.1%,0.97,R16 (Quebec City)
2017,2,1,1,50.0%,2-2,50.0%,16-19,45.7%,0-0,-,2,61.1%,29.4%,1.6%,3.3%,58.5%,52.8%,56.9%,54.5%,38.0%,47.1%,0.83,R16 (Bol)
2016,16,2,14,12.5%,7-29,19.4%,133-201,39.8%,0-3,0.0%,16,51.9%,28.4%,2.6%,4.5%,65.4%,59.1%,36.8%,51.4%,40.8%,46.1%,0.84,R16 (2x)
2015,20,8,12,40.0%,24-24,50.0%,227-218,51.0%,4-2,66.7%,16,57.4%,40.4%,1.7%,4.7%,67.2%,61.8%,47.6%,57.1%,43.2%,50.1%,1.01,R16 (3x)
2014,21,8,13,38.1%,17-28,37.8%,193-231,45.5%,2-2,50.0%,15,-,-,3.3%,4.8%,64.8%,59.3%,42.9%,53.6%,39.3%,46.5%,0.85,QF (Tashkent)
2013,26,12,14,46.2%,31-33,48.4%,293-299,49.5%,2-5,28.6%,24,-,-,1.6%,5.3%,63.1%,61.5%,46.0%,55.8%,44.4%,50.0%,1.00,F (Tashkent)
2012,34,13,21,38.2%,33-44,42.9%,318-362,46.8%,1-5,16.7%,28,-,-,1.7%,6.8%,63.7%,56.6%,39.0%,50.2%,46.8%,48.5%,0.94,QF (2x)
2011,31,12,19,38.7%,33-40,45.2%,331-334,49.8%,3-4,42.9%,25,-,-,1.7%,6.9%,60.9%,60.2%,42.6%,53.3%,42.7%,47.9%,0.91,QF (Monterrey)
2010,43,15,28,34.9%,41-55,42.7%,419-459,47.7%,3-2,60.0%,35,-,-,2.3%,8.2%,59.5%,62.0%,40.1%,53.1%,43.1%,48.1%,0.92,F (Ponte Vedra Beach)
2009,53,28,25,52.8%,61-60,50.4%,563-530,51.5%,4-6,40.0%,45,-,-,1.9%,5.2%,63.0%,61.5%,43.9%,55.0%,45.0%,50.0%,1.00,F (Moscow)
2008,51,23,28,45.1%,49-64,43.4%,486-551,46.9%,6-8,42.9%,39,-,-,2.0%,4.5%,64.8%,57.3%,41.7%,51.8%,44.8%,48.3%,0.93,F (Memphis)
2007,26,14,12,53.8%,28-31,47.5%,264-276,48.9%,2-4,33.3%,15,-,-,2.0%,6.1%,62.1%,60.0%,45.8%,54.6%,44.8%,49.9%,0.99,SF (Tashkent)
2006,1,0,1,0.0%,1-2,33.3%,11-13,45.8%,0-0,-,0,,,,,,,,,,,,R32 (Tashkent)
Career,338,140,198,41.4%,338-433,43.8%,3377-3646,48.1%,28-42,40.0%,274,54.8%,31.6%,2.0%,5.7%,63.5%,59.8%,42.5%,53.5%,43.8%,48.6%,0.94,
