Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2015 US Open R64,L vs Barthel,88.3,94.1,5.2,,,105,78,75.1,5.0,,,83,64
2015 Wimbledon R16,L vs Keys,92.5,97.1,5.4,,,105,80,82.7,5.4,,,93,72
2015 Wimbledon R32,W vs Rybarikova,88.5,91.4,7.6,,,105,77,76.7,5.2,,,91,69
2014 US Open R128,L vs Bouchard,91.8,95.7,3.5,,,101,87,82.9,5.5,,,95,75
2014 Roland Garros R128,L vs Feuerstein,86.9,92.0,5.1,,,103,78,74.6,5.4,,,87,66
2014 Australian Open R64,L vs Radwanska,89.9,,,,,101,,,,,,,72
2013 US Open R128,L vs Li,96.1,,,,,107,,,,,,,66
2013 Roland Garros R128,L vs Bartoli,88.8,,,,,101,,,,,,,69
2013 Australian Open R64,L vs Li,89.4,,,,,102,,,,,,,73
2012 US Open R32,L vs Kerber,90.6,,,,,104,,,,,,,72
2012 Roland Garros R64,L vs Kerber,84.5,,,,,102,,,,,,,65
2012 Australian Open R64,L vs Medina Garrigues,88.5,,,,,101,,,,,,,74
2011 Roland Garros R64,L vs Bartoli,85.6,90.2,6.2,,,101,72,74.3,4.5,,,87,67
Career (13 matches),,89.1,93.0,5.7,,,107,72,77.3,5.1,,,95,64
