Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2016 Wimbledon R128,L vs Arruabarrena,42,41,1.0,21.4%,20.9%,38,37,1.0,20.7%,20.1%,15.2%,5.4%,1.1,14.8%,13.3%
2016 Australian Open R128,L vs Maria,25,26,1.0,22.7%,23.6%,25,25,1.0,25.3%,25.3%,18.2%,7.1%,1.3,20.0%,15.5%
2015 US Open R64,L vs Barthel,23,37,0.6,14.3%,23.0%,21,33,0.6,14.4%,22.6%,11.6%,2.7%,0.8,14.9%,18.0%
2015 Wimbledon R16,L vs Keys,13,19,0.7,8.4%,12.3%,13,17,0.8,8.8%,11.5%,6.8%,2.0%,1.2,19.4%,16.8%
2015 Wimbledon R32,W vs Rybarikova,28,21,1.3,17.8%,13.4%,28,19,1.5,18.8%,12.8%,12.1%,6.7%,0.8,11.5%,14.0%
2015 Wimbledon R64,W vs Cornet,27,24,1.1,15.9%,14.1%,27,20,1.4,17.0%,12.6%,11.9%,5.0%,1.3,18.8%,14.1%
2015 Wimbledon R128,W vs Mitu,18,8,2.3,20.2%,9.0%,11,5,2.2,14.7%,6.7%,9.3%,5.3%,0.5,10.1%,22.5%
2014 US Open R128,L vs Bouchard,10,17,0.6,10.3%,17.5%,10,13,0.8,11.1%,14.4%,6.7%,2.2%,1.7,19.6%,11.3%
2014 Wimbledon R128,L vs Soler Espinosa,14,27,0.5,11.6%,22.3%,13,25,0.5,11.4%,21.9%,7.9%,3.5%,1.2,21.5%,18.2%
2014 Roland Garros R128,L vs Feuerstein,14,16,0.9,9.1%,10.4%,11,14,0.8,7.7%,9.8%,5.6%,2.1%,1.2,21.4%,17.5%
2014 Australian Open R64,L vs Radwanska,18,26,0.7,17.0%,24.5%,18,25,0.7,17.5%,24.3%,,,1.4,17.0%,12.3%
2013 US Open R128,L vs Li,11,17,0.6,11.6%,17.9%,8,13,0.6,9.9%,16.0%,,,2.2,29.5%,13.7%
2013 Roland Garros R128,L vs Bartoli,57,42,1.4,21.9%,16.2%,56,33,1.7,23.9%,14.1%,,,0.9,15.4%,17.3%
2013 Australian Open R64,L vs Li,10,22,0.5,8.4%,18.5%,10,17,0.6,9.3%,15.7%,,,0.9,21.8%,25.2%
2012 US Open R32,L vs Kerber,13,29,0.4,15.3%,34.1%,13,27,0.5,16.0%,33.3%,,,4.0,23.5%,5.9%
2012 Roland Garros R64,L vs Kerber,17,22,0.8,14.4%,18.6%,17,17,1.0,15.7%,15.7%,,,1.6,21.2%,13.6%
2012 Australian Open R64,L vs Medina Garrigues,9,19,0.5,10.8%,22.9%,8,15,0.5,10.4%,19.5%,,,2.3,19.3%,8.4%
2011 Roland Garros R64,L vs Bartoli,46,37,1.2,21.8%,17.5%,46,33,1.4,23.4%,16.8%,15.2%,8.1%,0.9,10.4%,11.8%
Career (18 matches),,395,450,0.9,15.9%,18.1%,373,388,1.0,16.2%,16.9%,7.4%,3.1%,1.2,17.6%,15.2%
