Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 Roland Garros R128,L vs Bolsova,5.4%,8.9%,35.3%,8.6%,11.4%,46.9%,47.4%,62.5%,50.0%,0.0%,5.3%,15.8%,77.8%,20.0%,50.0%,-119
2023 Australian Open R128,L vs Shnaider,17.9%,26.9%,56.9%,21.7%,34.8%,63.9%,57.1%,24.0%,0.0%,15.4%,19.2%,45.5%,40.0%,6.3%,-,25
2022 Rabat R32,W vs Harrison,10.8%,21.6%,67.7%,13.8%,27.6%,76.0%,16.7%,35.3%,-,0.0%,0.0%,33.3%,33.3%,66.7%,-,-119
2021 US Open R64,L vs Halep,13.5%,15.4%,34.1%,12.1%,15.2%,41.4%,35.3%,68.8%,80.0%,16.7%,16.7%,20.0%,77.8%,44.4%,0.0%,-40
2021 Gdynia F,L vs Zanevska,18.2%,22.1%,41.7%,21.6%,23.5%,47.5%,50.0%,70.4%,77.8%,13.0%,21.7%,30.0%,88.9%,28.6%,50.0%,14
2021 Gdynia QF,W vs Gorgodze,8.2%,13.9%,48.6%,8.0%,15.0%,51.9%,35.4%,26.2%,42.9%,10.5%,13.2%,38.2%,50.0%,12.5%,0.0%,-16
2017 Wimbledon R128,W vs Andreescu,27.5%,33.3%,40.0%,44.0%,52.0%,35.7%,69.2%,33.3%,0.0%,21.4%,28.6%,45.5%,42.9%,28.6%,0.0%,-104
2016 Montreal R32,W vs Suarez Navarro,18.3%,22.6%,47.9%,23.1%,30.8%,42.5%,57.1%,41.7%,50.0%,13.9%,13.9%,54.8%,40.0%,33.3%,50.0%,22
2016 Istanbul R16,W vs Bondarenko,15.6%,24.0%,41.8%,16.2%,25.7%,38.7%,40.0%,66.7%,80.0%,15.0%,20.0%,52.9%,50.0%,16.7%,0.0%,6
2016 Charleston R64,W vs Brengle,10.0%,21.7%,53.7%,11.1%,27.8%,62.5%,27.8%,44.4%,0.0%,8.3%,12.5%,40.9%,22.2%,26.7%,50.0%,-104
Career (10 matches),,14.1%,20.4%,46.6%,16.2%,24.3%,50.2%,43.4%,45.2%,57.7%,12.1%,15.6%,39.1%,52.5%,24.4%,31.6%,5
