Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Corroios Seixal R32,W vs Tahan,39% (7/18),45% (5/11),2/9,1/2,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2019 W60 Stare Splavy R16,L vs Hradecka,83% (5/6),40% (2/5),0/0,0/0,67% (8/12),0/2,0/1,- (0/0),- (0/0)
2019 Roland Garros R64,L vs Pliskova,67% (2/3),0% (0/3),0/0,0/0,50% (4/8),0/2,0/1,- (0/0),- (0/0)
2019 W80 Dothan AL F,W vs Davis,56% (9/16),75% (6/8),2/6,1/2,29% (2/7),1/2,1/1,50% (5/10),60% (6/10)
2019 W80 Dothan AL SF,W vs Di Lorenzo,50% (7/14),50% (6/12),2/2,1/1,55% (6/11),0/0,0/0,60% (3/5),80% (4/5)
2019 W80 Dothan AL QF,W vs Birrell,44% (8/18),40% (4/10),2/4,1/2,40% (2/5),0/0,0/0,75% (3/4),100% (4/4)
2019 W80 Dothan AL Q2,W vs Piter,70% (7/10),63% (5/8),2/4,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 W80 Dothan AL Q1,W vs Glatch,64% (7/11),63% (5/8),2/4,1/2,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2019 W25 Pelham AL R32,W vs Arconada,69% (11/16),60% (6/10),2/3,1/2,73% (8/11),3/4,0/0,- (0/0),- (0/0)
2019 Monterrey R32,L vs Kerber,31% (4/13),57% (4/7),0/0,0/0,45% (5/11),3/5,1/2,40% (2/5),33% (2/6)
2019 Monterrey Q3,W vs Ruse,73% (8/11),50% (4/8),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 Monterrey Q2,W vs Guarachi,55% (6/11),67% (6/9),2/3,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 Monterrey Q1,W vs Mchale,89% (8/9),40% (4/10),2/6,1/3,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 W25 Trnava R16,L vs Zavatska,55% (6/11),42% (5/12),1/2,0/0,42% (5/12),2/4,0/1,- (0/0),- (0/0)
2019 W25 Trnava R32,W vs Rosca,64% (7/11),71% (5/7),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 W25 Trnava F,L vs Hradecka,37% (10/27),43% (6/14),1/1,0/0,50% (7/14),1/3,1/2,0% (0/4),0% (0/3)
2019 W25 Trnava QF,W vs Radanovic,42% (8/19),67% (4/6),2/3,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 W25 Trnava R16,W vs Rosca,71% (5/7),88% (7/8),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2018 Houston R32,L vs Davis,40% (4/10),60% (3/5),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2018 Houston Q2,W vs Chirico,89% (8/9),44% (4/9),2/3,1/1,40% (2/5),0/0,0/0,67% (4/6),60% (3/5)
2019 (18 matches),,54.1%,53.8%,52.8%,59.1%,53.6%,45.5%,37.5%,46.4%,57.1%
2018 (19 matches),,57.8%,49.6%,56.7%,53.3%,46.5%,30.3%,31.3%,61.5%,41.7%
2017 (16 matches),,51.4%,45.0%,54.5%,57.1%,50.9%,33.3%,40.0%,58.3%,54.5%
2016 (40 matches),,51.6%,47.3%,49.5%,53.3%,52.6%,39.7%,23.8%,40.0%,34.2%
2015 (17 matches),,52.9%,49.2%,61.1%,58.8%,53.2%,48.3%,50.0%,68.8%,52.9%
Career (151 matches),,52.6%,49.6%,53.3%,55.3%,51.4%,39.7%,37.6%,53.1%,45.0%
