Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Roland Garros R128,L vs Bolsova,62.2%,52.2%,0.0%,0/0,2.48,2.0%,64.3%,55.6%,0.0%,2.48,3.1%,71.4%,40.0%,0.0%,2.47,0.0%
2023 Australian Open R128,L vs Shnaider,73.3%,44.4%,7.0%,5/1,2.49,1.7%,70.0%,42.9%,3.3%,2.48,2.8%,91.3%,47.6%,17.4%,2.51,0.0%
2022 Rabat R32,W vs Harrison,77.6%,55.9%,2.6%,1/1,2.09,6.5%,90.0%,55.6%,0.0%,1.99,8.0%,87.5%,57.1%,12.5%,2.52,0.0%
2021 US Open R64,L vs Halep,72.9%,37.1%,6.3%,3/0,2.49,4.5%,75.9%,31.8%,3.4%,2.63,6.9%,76.5%,46.2%,11.8%,2.21,0.0%
2021 Gdynia F,L vs Zanevska,88.0%,45.5%,9.3%,6/1,2.64,5.0%,86.4%,47.4%,9.1%,2.51,7.5%,96.6%,42.9%,10.3%,2.89,0.0%
2021 Gdynia QF,W vs Gorgodze,90.1%,55.1%,4.3%,5/1,2.36,1.6%,93.0%,52.3%,1.7%,2.32,1.1%,90.9%,70.0%,18.2%,2.48,3.0%
2017 Wimbledon R128,W vs Andreescu,54.0%,61.8%,4.8%,1/2,2.70,0.0%,80.0%,50.0%,4.0%,2.64,0.0%,77.8%,78.6%,11.1%,2.77,0.0%
2016 Montreal R32,W vs Suarez Navarro,80.0%,48.8%,0.0%,0/0,2.27,2.8%,85.3%,43.1%,0.0%,2.23,5.0%,89.7%,61.5%,0.0%,2.31,0.0%
2016 Istanbul R16,W vs Bondarenko,87.4%,54.2%,5.3%,1/4,2.73,3.9%,90.0%,55.6%,5.7%,2.80,3.3%,90.9%,50.0%,4.5%,2.48,5.9%
2016 Charleston R64,W vs Brengle,91.2%,59.6%,0.0%,0/0,2.41,5.8%,97.6%,53.7%,0.0%,2.26,10.0%,78.6%,81.8%,0.0%,2.62,0.0%
Career (10 matches),,79.9%,51.8%,4.1%,68.8%,2.46,3.2%,85.5%,49.8%,2.6%,2.44,4.3%,87.3%,57.0%,9.1%,2.51,1.0%
