Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,52,16,36,30.8%,41-78,34.5%,496-608,44.9%,1-13,7.1%,49,60.0%,31.8%,0.8%,5.4%,63.3%,59.0%,42.5%,52.9%,42.1%,47.5%,0.89
Clay,50,21,29,42.0%,48-66,42.1%,489-570,46.2%,7-6,53.8%,45,54.4%,37.4%,0.5%,5.0%,66.3%,56.5%,42.3%,51.7%,44.4%,48.0%,0.92
Grass,8,3,5,37.5%,6-11,35.3%,66-85,43.7%,0-1,0.0%,8,50.0%,40.5%,0.9%,5.2%,62.6%,52.9%,47.4%,50.9%,43.2%,47.1%,0.88
Carpet,2,1,1,50.0%,2-3,40.0%,23-27,46.0%,1-0,100.0%,2,-,-,0.0%,1.2%,67.9%,56.1%,55.6%,56.0%,41.3%,48.7%,0.94
Grand Slams,22,7,15,31.8%,15-31,32.6%,183-240,43.3%,0-4,0.0%,22,59.0%,32.9%,1.1%,5.1%,64.3%,58.9%,40.9%,52.4%,41.2%,46.7%,0.87
Premiers,22,11,11,50.0%,25-31,44.6%,240-281,46.1%,2-1,66.7%,22,58.1%,34.0%,0.5%,3.5%,68.1%,56.4%,47.3%,53.5%,43.1%,48.3%,0.93
Internationals,63,22,41,34.9%,54-87,38.3%,608-706,46.3%,7-14,33.3%,58,55.6%,36.5%,0.6%,5.9%,63.3%,57.5%,42.5%,52.0%,44.1%,48.0%,0.92
Finals,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,45.5%,45.5%,0.0%,3.9%,64.9%,60.0%,33.3%,50.6%,42.7%,46.7%,0.86
Semi-finals,3,1,2,33.3%,2-4,33.3%,19-27,41.3%,0-0,-,2,64.3%,37.5%,0.0%,9.6%,57.8%,66.7%,40.0%,55.4%,44.4%,49.7%,1.00
Quarter-finals,8,3,5,37.5%,7-12,36.8%,77-102,43.0%,2-2,50.0%,7,52.0%,31.1%,0.2%,3.2%,65.9%,55.5%,42.2%,50.9%,42.4%,46.8%,0.86
vs Righties,99,37,62,37.4%,87-137,38.8%,948-1119,45.9%,6-17,26.1%,92,57.0%,35.5%,0.6%,5.3%,64.0%,57.6%,42.9%,52.3%,43.3%,47.7%,0.91
vs Lefties,10,3,7,30.0%,8-16,33.3%,105-136,43.6%,3-3,50.0%,9,60.0%,29.5%,0.8%,4.0%,68.6%,58.6%,46.0%,54.6%,41.6%,48.1%,0.92
vs Top 10,8,1,7,12.5%,3-14,17.6%,53-98,35.1%,0-1,0.0%,8,50.0%,28.8%,0.4%,4.9%,63.0%,49.8%,38.3%,45.6%,39.6%,42.5%,0.73
