Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,15,5,10,33.3%,2,0,2,0.0%,2010,2023,R64,10,0.87,1.5%,4.6%,65.8%,60.3%,35.7%,51.9%,41.7%,43.9%,40.0%
Roland Garros,13,Clay,20,7,13,35.0%,3,0,3,0.0%,2009,2023,R64,14,0.89,0.7%,4.6%,66.6%,54.1%,40.9%,49.7%,44.5%,44.7%,53.3%
Wimbledon,9,Grass,17,7,10,41.2%,5,3,2,60.0%,2009,2022,R64,9,0.98,1.0%,5.4%,64.4%,59.9%,45.2%,54.7%,44.5%,47.3%,51.5%
US Open,9,Hard,20,10,10,50.0%,4,2,2,50.0%,2008,2021,R64,12,1.04,1.8%,6.9%,58.0%,63.5%,44.2%,55.4%,46.3%,50.5%,44.0%
Fed Cup,4,,4,1,3,25.0%,1,0,1,0.0%,2008,2017,,1,0.71,1.2%,3.7%,70.4%,57.9%,20.8%,46.9%,37.7%,50.0%,42.9%
Warsaw,2,Hard,3,1,2,33.3%,0,0,0,-,2009,2023,R32,1,0.87,1.1%,6.9%,59.8%,61.5%,40.0%,52.9%,41.2%,71.4%,25.0%
Budapest,2,Clay,2,0,2,0.0%,0,0,0,-,2010,2023,R32,2,0.59,0.0%,9.6%,70.2%,48.8%,35.3%,44.7%,32.7%,42.1%,33.3%
Madrid,2,Clay,2,0,2,0.0%,0,0,0,-,2022,2023,Q1,2,0.72,1.6%,4.1%,64.2%,53.2%,29.5%,44.7%,40.0%,58.6%,27.8%
Miami,5,Hard,9,4,5,44.4%,0,0,0,-,2010,2023,R64,9,0.87,0.7%,3.3%,65.3%,57.4%,42.6%,52.3%,41.6%,47.9%,46.7%
Dubai,8,Hard,10,2,8,20.0%,1,0,1,0.0%,2009,2023,Q2,7,0.87,0.4%,7.1%,62.8%,59.3%,39.7%,52.0%,41.5%,48.6%,44.6%
Hobart,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2010,2023,Q2,3,1.06,0.0%,5.9%,65.3%,58.3%,39.8%,51.9%,51.1%,41.4%,62.1%
