Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Roland Garros R128,L vs Bolsova,0.0%,-,5.4%,40.0%,9.2%,6.1%,0.0%,2.4%,20.0%,1.0%,0.0%,-1,-40
2023 Australian Open R128,L vs Shnaider,0.0%,-,2.4%,100.0%,15.9%,33.3%,50.0%,12.8%,27.8%,0.4%,0.0%,-8,-6
2022 Rabat R32,W vs Harrison,0.0%,-,7.1%,50.0%,23.9%,44.4%,0.0%,8.3%,41.7%,1.8%,50.0%,-19,-28
2021 US Open R64,L vs Halep,0.0%,-,2.0%,50.0%,7.2%,36.4%,50.0%,5.0%,25.0%,2.6%,0.0%,-70,-76
2021 Gdynia F,L vs Zanevska,0.0%,-,5.3%,62.5%,16.4%,31.0%,0.0%,7.3%,18.2%,1.3%,0.0%,-18,-14
2021 Gdynia QF,W vs Gorgodze,0.0%,-,9.4%,78.6%,13.2%,20.0%,8.9%,7.5%,8.9%,1.3%,40.0%,-61,-69
2017 Wimbledon R128,W vs Andreescu,0.0%,-,3.5%,75.0%,14.9%,16.7%,0.0%,8.1%,0.0%,1.5%,100.0%,5,5
2016 Montreal R32,W vs Suarez Navarro,0.0%,-,6.6%,69.2%,7.9%,13.0%,50.0%,1.7%,0.0%,0.7%,33.3%,-53,-48
2016 Istanbul R16,W vs Bondarenko,0.0%,-,9.9%,73.7%,11.6%,21.1%,0.0%,3.2%,4.8%,2.0%,62.5%,8,-5
2016 Charleston R64,W vs Brengle,0.0%,-,22.2%,61.5%,14.4%,14.7%,50.0%,9.5%,24.0%,1.5%,40.0%,-6,-21
Career (10 matches),,0.0%,-,7.6%,68.4%,12.8%,20.5%,14.0%,6.3%,15.1%,1.4%,35.6%,-29,-36
