Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
28-Oct-2024,Sydney CH,Hard,F,87,76,(2) Kokkinakis d. (1) Rinky Hijikata [AUS],6-1 6-1,2.67,27.0%,0.0%,83.8%,83.9%,50.0%,0/0,1:09
08-Apr-2024,Sarasota CH,Clay,F,106,109,(3) Kokkinakis d. (4) Zizou Bergs [BEL],6-3 1-6 6-0,1.19,12.3%,2.7%,49.3%,77.8%,45.9%,1/3,2:09
13-Feb-2023,Manama CH,Hard,F,141,399,(8) Kokkinakis d. (WC) Abedallah Shelbayh [JOR],6-1 6-4,1.70,20.3%,1.7%,71.2%,83.3%,47.1%,3/3,1:36
10-Jan-2022,Adelaide 2,Hard,F,145,58,(WC) Kokkinakis d. Arthur Rinderknech [FRA],6-7(6) 7-6(5) 6-3,1.56,19.6%,0.0%,77.2%,90.1%,52.4%,0/0,2:38
27-Sep-2021,Sibiu CH,Clay,F,194,97,(1) Stefano Travaglia [ITA] d. (7) Kokkinakis,7-6(4) 6-2,0.84,1.7%,3.4%,66.1%,74.4%,45.0%,1/3,1:39
17-May-2021,Biella 6 CH,Clay,F,198,188,Kokkinakis d. (3) Enzo Couacaud [FRA],6-3 6-4,2.40,10.6%,0.0%,59.6%,92.9%,73.7%,0/0,1:14
23-Sep-2019,Tiburon CH,Hard,F,183,87,(1) Tommy Paul [USA] d. (8) Kokkinakis,7-5 6-7(3) 6-4,0.87,8.6%,2.9%,56.2%,62.7%,56.5%,7/12,2:45
22-Oct-2018,Las Vegas CH,Hard,F,192,262,Kokkinakis d. Blaz Rola [SLO],6-4 6-4,1.65,24.5%,1.9%,58.5%,93.5%,54.5%,0/0,1:19
06-Aug-2018,Aptos CH,Hard,F,268,161,(4) Kokkinakis d. Lloyd Harris [RSA],6-2 6-3,2.69,29.3%,2.4%,65.9%,96.3%,57.1%,0/0,1:07
31-Jul-2017,Los Cabos,Hard,F,454,24,(2) Sam Querrey [USA] d. (WC) Kokkinakis,6-3 3-6 6-2,0.60,13.1%,10.7%,52.4%,77.3%,47.5%,6/9,1:46
