Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),890,25,,,,,,,,,,,,
2025,454,100,,,,,,,,,,,,
2024,77,716,24,1881,22,1835,35,1767,55,1658,434,122,,
2023,65,802,61,1773,48,1745,49,1728,108,1557,,,,
2022,93,592,74,1742,60,1715,65,1705,97,1569,,,,
2021,171,394,112,1680,88,1651,86,1670,134,1527,,,,
2020,260,209,,,,,,,,,975,25,,
2019,199,256,60,1783,50,1755,66,1695,,,958,25,,
2018,146,367,78,1727,66,1700,77,1662,93,1584,198,325,,
2017,209,245,111,1676,90,1666,87,1665,104,1563,178,375,,
2015,80,656,65,1760,68,1698,58,1732,116,1556,168,450,94,1585
2014,150,353,143,1617,140,1567,161,1533,,,333,187,,
2013,628,41,,,,,,,,,492,109,,
2012,756,22,,,,,,,,,873,34,,
2011,1618,1,,,,,,,,,,,,
