Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,142,66,76,46.5%,183-195,48.4%,1918-1960,49.5%,56-45,55.4%,133,83.9%,15.0%,12.8%,3.6%,62.2%,75.9%,50.0%,66.1%,33.4%,49.8%,0.98
Clay,25,9,16,36.0%,30-47,39.0%,369-419,46.8%,6-7,46.2%,24,80.2%,15.1%,8.4%,3.4%,61.2%,73.0%,49.3%,63.8%,33.7%,48.9%,0.93
Grass,13,5,8,38.5%,14-22,38.9%,175-198,46.9%,4-5,44.4%,12,82.9%,12.6%,13.2%,4.5%,60.7%,77.7%,44.7%,64.7%,30.7%,48.3%,0.87
Grand Slams,40,16,24,40.0%,71-82,46.4%,748-797,48.4%,20-12,62.5%,39,80.9%,15.2%,10.5%,3.9%,61.8%,74.0%,46.4%,63.4%,33.4%,48.9%,0.91
Masters,39,17,22,43.6%,45-51,46.9%,495-500,49.7%,12-12,50.0%,39,84.0%,15.7%,10.3%,3.4%,60.5%,75.8%,49.8%,65.5%,33.7%,49.6%,0.98
Other Tours,85,39,46,45.9%,91-109,45.5%,1013-1062,48.8%,28-30,48.3%,83,84.1%,13.8%,14.0%,3.8%,62.3%,76.1%,51.8%,66.9%,32.8%,49.7%,0.99
Best of 5,43,17,26,39.5%,74-90,45.1%,790-858,47.9%,20-12,62.5%,39,80.9%,15.2%,10.5%,3.9%,61.8%,74.0%,46.4%,63.4%,33.4%,48.9%,0.91
Best of 3,137,63,74,46.0%,153-174,46.8%,1672-1719,49.3%,46-45,50.5%,130,84.4%,14.6%,13.0%,3.5%,62.0%,76.3%,51.0%,66.7%,33.1%,49.8%,1.00
Finals,2,1,1,50.0%,3-3,50.0%,30-31,49.2%,1-1,50.0%,2,89.7%,10.0%,16.5%,5.1%,65.3%,85.2%,49.2%,72.7%,26.2%,49.7%,0.96
Semi-finals,4,2,2,50.0%,5-6,45.5%,52-59,46.8%,2-1,66.7%,4,83.0%,10.9%,16.3%,3.2%,63.5%,75.8%,57.0%,68.9%,33.4%,49.6%,1.08
Quarter-finals,8,4,4,50.0%,8-9,47.1%,89-84,51.4%,2-3,40.0%,7,87.1%,15.7%,14.8%,2.7%,67.9%,75.7%,52.1%,68.1%,35.4%,51.1%,1.11
vs Righties,160,73,87,45.6%,203-230,46.9%,2184-2275,49.0%,60-52,53.6%,151,83.5%,14.7%,12.1%,3.8%,61.5%,75.6%,50.0%,65.7%,33.1%,49.5%,0.97
vs Lefties,19,7,12,36.8%,24-32,42.9%,273-290,48.5%,6-5,54.5%,17,82.0%,16.2%,12.0%,2.5%,65.2%,75.6%,44.8%,64.9%,34.4%,49.7%,0.98
vs Top 10,18,3,15,16.7%,11-36,23.4%,189-274,40.8%,6-4,60.0%,16,80.1%,3.2%,11.7%,4.1%,61.7%,72.9%,47.8%,63.3%,26.0%,45.8%,0.71
