Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Davis Cup RR,W vs Shelton,40% (6/15),50% (3/6),0/1,21% (3/14),67% (2/3),2/2,0/0,1/1,0/0,0/0
2024 US Open R64,L vs Borges,18% (3/17),33% (1/3),0/4,53% (9/17),56% (5/9),0/1,0/1,1/1,0/0,0/0
2024 US Open R128,W vs Tsitsipas,29% (6/21),67% (4/6),1/3,27% (6/22),50% (3/6),4/4,2/2,3/3,1/1,0/0
2024 Canada R32,L vs Hurkacz,31% (5/16),20% (1/5),0/1,13% (2/15),50% (1/2),1/1,1/1,1/1,0/0,0/0
2024 Canada R64,W vs Monfils,56% (5/9),80% (4/5),0/1,33% (3/9),67% (2/3),2/3,1/2,0/0,1/2,0/0
2024 Wimbledon R128,W vs Auger Aliassime,22% (6/27),50% (3/6),0/3,22% (6/27),50% (3/6),2/3,2/2,1/1,1/1,0/0
2024 Roland Garros R128,W vs Popyrin,35% (9/26),67% (6/9),1/5,23% (6/26),17% (1/6),5/5,1/1,1/1,1/1,0/0
2024 Indian Wells R64,L vs Sinner,13% (1/8),0% (0/1),0/4,57% (4/7),0% (0/4),0/0,0/0,0/0,0/0,0/0
2024 Los Cabos QF,L vs Zverev,50% (5/10),0% (0/5),0/2,33% (3/9),33% (1/3),0/0,0/0,2/2,0/0,1/1
2024 Brisbane R32,L vs Hijikata,10% (1/10),0% (0/1),0/2,30% (3/10),33% (1/3),0/0,0/0,2/2,0/0,0/0
2023 Shanghai R64,L vs Hurkacz,9% (1/11),0% (0/1),0/1,9% (1/11),0% (0/1),0/0,0/0,3/3,0/0,1/1
2023 US Open R128,L vs Hsu,16% (3/19),33% (1/3),0/3,44% (8/18),63% (5/8),1/1,1/1,3/3,0/0,1/1
2023 Cincinnati R64,L vs Hurkacz,31% (5/16),20% (1/5),0/0,35% (6/17),100% (6/6),1/1,1/1,4/4,0/0,2/2
2023 Rome R64,L vs Sinner,0% (0/9),- (0/0),0/3,50% (4/8),25% (1/4),0/0,0/0,1/1,0/0,1/1
2023 Miami R64,L vs Hurkacz,6% (1/18),100% (1/1),0/1,28% (5/18),80% (4/5),1/1,0/0,5/5,0/0,2/2
2023 Miami R128,W vs Bergs,20% (3/15),67% (2/3),1/2,19% (3/16),33% (1/3),2/2,1/1,3/3,0/0,2/2
2023 Indian Wells R64,L vs Alcaraz,0% (0/9),- (0/0),0/2,44% (4/9),25% (1/4),0/0,0/0,1/2,0/0,0/1
2023 Manama CH F,W vs Shelbayh,50% (4/8),75% (3/4),0/0,22% (2/9),100% (2/2),3/3,2/2,0/0,1/1,0/0
2023 Australian Open R64,L vs Murray,29% (8/28),50% (4/8),0/5,30% (8/27),38% (3/8),2/4,1/3,2/2,0/1,0/0
2023 Adelaide 1 R16,L vs Sinner,36% (4/11),25% (1/4),1/2,18% (2/11),0% (0/2),1/1,0/0,3/3,0/0,1/1
2024 (10 matches),,29.6%,46.8%,7.7%,28.8%,42.2%,84.2%,77.8%,100.0%,80.0%,100.0%
2023 (10 matches),,20.1%,44.8%,10.5%,29.9%,53.5%,84.6%,75.0%,96.2%,50.0%,90.9%
2022 (5 matches),,22.4%,52.9%,12.5%,16.2%,33.3%,100.0%,100.0%,100.0%,100.0%,100.0%
2021 (3 matches),,33.3%,86.7%,33.3%,28.9%,46.2%,80.0%,66.7%,85.7%,50.0%,100.0%
2019 (5 matches),,26.1%,83.3%,50.0%,22.1%,53.3%,72.7%,62.5%,75.0%,60.0%,100.0%
Career (125 matches),,26.6%,63.3%,14.6%,27.9%,42.4%,84.3%,82.8%,87.6%,76.2%,85.5%
