Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
12-Jan-2026,Adelaide,Hard,R16,670,32,(5) Valentin Vacherot [MON] d. Kokkinakis,W/O,,,,,,,,
12-Jan-2026,Adelaide,Hard,R32,670,51,Kokkinakis d. Sebastian Korda [USA],3-6 6-3 7-6(3),1.01,15.0%,1.0%,61.0%,70.5%,61.5%,6/9,2:26
13-Jan-2025,Australian Open,Hard,R64,71,18,(15) Jack Draper [GBR] d. Kokkinakis,6-7(3) 6-3 3-6 7-5 6-3,0.85,6.7%,2.4%,70.1%,74.8%,38.8%,6/11,4:35
13-Jan-2025,Australian Open,Hard,R128,71,63,Kokkinakis d. Roman Safiullin [RUS],3-6 6-3 6-3 7-6(5),1.01,14.6%,0.6%,67.1%,71.7%,34.6%,18/22,4:05
06-Jan-2025,Adelaide,Hard,QF,77,22,(2) Sebastian Korda [USA] d. (WC) Kokkinakis,W/O,,,,,,,,
06-Jan-2025,Adelaide,Hard,R16,77,39,(WC) Kokkinakis d. (8) Tomas Martin Etcheverry [ARG],7-5 4-6 7-6(4),0.84,20.0%,3.5%,71.3%,74.4%,54.5%,5/6,3:02
06-Jan-2025,Adelaide,Hard,R32,77,63,(WC) Kokkinakis d. Yoshihito Nishioka [JPN],6-3 3-6 6-3,1.15,17.0%,3.4%,68.2%,73.3%,50.0%,3/5,2:10
23-Nov-2024,Davis Cup Finals SF: ITA vs AUS,Hard,RR,77,35,Matteo Berrettini [ITA] d. Kokkinakis,6-7(6) 6-3 7-5,0.76,11.8%,3.9%,58.8%,78.3%,47.6%,7/10,2:43
21-Nov-2024,Davis Cup Finals QF: USA vs AUS,Hard,RR,77,21,Kokkinakis d. Ben Shelton [USA],6-1 4-6 7-6(14),1.29,18.6%,1.0%,68.0%,83.3%,51.6%,3/4,2:17
28-Oct-2024,Sydney CH,Hard,F,87,76,(2) Kokkinakis d. (1) Rinky Hijikata [AUS],6-1 6-1,2.67,27.0%,0.0%,83.8%,83.9%,50.0%,0/0,1:09
28-Oct-2024,Sydney CH,Hard,SF,87,177,(2) Kokkinakis d. (3) Tristan Schoolkate [AUS],6-4 7-6(3),1.43,19.0%,1.6%,74.6%,83.0%,50.0%,2/4,1:40
28-Oct-2024,Sydney CH,Hard,QF,87,518,(2) Kokkinakis d. Hikaru Shiraishi [JPN],6-2 6-1,2.24,30.3%,0.0%,63.6%,85.7%,50.0%,0/1,1:03
28-Oct-2024,Sydney CH,Hard,R16,87,344,(2) Kokkinakis d. Philip Sekulic [AUS],6-2 7-6(4),1.36,20.3%,4.1%,58.1%,76.7%,54.8%,5/6,1:59
28-Oct-2024,Sydney CH,Hard,R32,87,466,(2) Kokkinakis d. Christian Langmo [USA],6-3 6-4,2.42,27.1%,4.2%,66.7%,90.6%,68.8%,0/0,1:16
20-Sep-2024,Laver Cup,Hard,RR,78,12,Stefanos Tsitsipas [GRE] d. Kokkinakis,6-1 6-4,0.70,7.3%,1.8%,63.6%,68.6%,40.0%,3/6,1:21
12-Sep-2024,Davis Cup Finals RR: AUS vs CZE,Hard,RR,78,67,Kokkinakis d. Jakub Mensik [CZE],6-2 6-7(2) 6-3,1.51,22.6%,3.6%,67.9%,82.5%,55.6%,3/4,2:21
10-Sep-2024,Davis Cup Finals RR: AUS vs FRA,Hard,RR,78,25,Kokkinakis d. Arthur Fils [FRA],7-6(4) 7-6(3),0.95,9.2%,3.4%,55.2%,81.3%,59.0%,7/8,2:08
26-Aug-2024,US Open,Hard,R64,86,34,Nuno Borges [POR] d. Kokkinakis,6-4 7-5 7-5,0.68,8.8%,5.3%,44.7%,84.3%,41.3%,8/12,2:49
26-Aug-2024,US Open,Hard,R128,86,11,Kokkinakis d. (11) Stefanos Tsitsipas [GRE],7-6(5) 4-6 6-3 7-5,1.14,12.1%,5.0%,48.9%,78.3%,56.9%,6/9,3:54
