Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Davis Cup Finals RR,W vs Shelton,0.0%,-,6.8%,92.9%,21.8%,36.0%,33.3%,10.3%,25.0%,0.0%,-,87,93
2024 US Open R128,W vs Tsitsipas,1.6%,100.0%,5.1%,64.3%,20.9%,25.0%,0.0%,14.8%,41.2%,0.0%,-,43,61
2024 Canada R64,L vs Hurkacz,0.0%,-,5.7%,54.5%,21.5%,41.7%,20.0%,7.3%,16.7%,0.8%,50.0%,-75,-9
2024 Canada R64,W vs Monfils,0.0%,-,5.2%,50.0%,20.5%,11.4%,20.0%,5.3%,22.2%,0.0%,-,7,-12
2024 Roland Garros R128,W vs Popyrin,0.0%,-,10.0%,53.1%,15.8%,20.0%,21.1%,9.7%,25.0%,0.8%,25.0%,-46,-12
2024 Indian Wells R64,L vs Sinner,0.0%,-,5.5%,40.0%,13.1%,6.9%,33.3%,1.5%,14.3%,0.0%,-,-54,-33
2024 Los Cabos QF,L vs Zverev,0.0%,-,5.2%,42.9%,11.8%,26.3%,8.3%,3.6%,15.4%,0.6%,50.0%,-106,-83
2024 Brisbane R32,L vs Hijikata,0.0%,-,3.9%,60.0%,15.6%,11.8%,0.0%,9.1%,33.3%,0.0%,-,71,104
2023 Shanghai R64,L vs Hurkacz,0.0%,-,7.5%,80.0%,19.4%,33.3%,33.3%,10.2%,18.2%,1.1%,50.0%,-26,-16
2023 Cincinnati R64,L vs Hurkacz,0.0%,-,7.1%,66.7%,24.5%,33.3%,18.2%,10.0%,5.3%,0.3%,0.0%,12,23
2023 Rome R64,L vs Sinner,0.0%,-,3.4%,33.3%,7.6%,4.3%,0.0%,0.0%,0.0%,0.0%,-,-122,-68
2023 Miami R64,L vs Hurkacz,0.8%,0.0%,7.1%,73.7%,15.7%,22.2%,14.3%,10.1%,23.1%,0.6%,50.0%,42,58
2023 Miami R128,W vs Bergs,0.0%,-,6.7%,76.9%,15.5%,16.2%,9.1%,7.6%,25.0%,0.0%,-,23,21
2023 Indian Wells R64,L vs Alcaraz,0.0%,-,3.9%,75.0%,14.0%,14.3%,0.0%,3.3%,0.0%,0.7%,0.0%,9,41
2023 Manama CH F,W vs Shelbayh,0.0%,-,8.2%,80.0%,24.6%,23.5%,20.0%,3.0%,0.0%,0.0%,-,-74,6
2023 Australian Open R64,L vs Murray,0.0%,-,10.8%,61.9%,17.3%,20.0%,21.2%,11.3%,27.9%,0.4%,33.3%,-27,-4
2023 Adelaide R16,L vs Sinner,0.0%,-,4.7%,85.7%,13.6%,12.8%,0.0%,4.3%,14.3%,0.0%,-,-21,6
2022 Adelaide F,W vs Rinderknech,0.0%,-,3.1%,83.3%,26.7%,31.4%,50.0%,7.4%,20.0%,0.0%,-,-16,-6
2022 Adelaide SF,W vs Cilic,0.0%,-,1.6%,100.0%,25.7%,41.7%,20.0%,10.8%,33.3%,0.0%,-,-28,-2
2022 Adelaide QF,W vs Vukic,0.0%,-,1.1%,50.0%,17.9%,0.0%,0.0%,8.0%,0.0%,0.0%,-,-36,17
Career (28 matches),,0.2%,80.0%,6.2%,65.2%,18.4%,22.6%,16.4%,7.3%,20.9%,0.3%,33.3%,-12,12
