Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 Davis Cup RR,W vs Shelton,38,25,1.5,18.4%,12.1%,19,24,0.8,11.6%,14.6%,7.3%,3.7%,1.2,17.9%,15.0%
2024 US Open R64,L vs Borges,27,42,0.6,12.6%,19.6%,17,36,0.5,9.1%,19.4%,7.0%,2.2%,1.4,21.0%,15.4%
2024 US Open R128,W vs Tsitsipas,47,46,1.0,17.1%,16.7%,30,39,0.8,12.8%,16.6%,8.9%,2.6%,0.9,16.0%,18.5%
2024 Canada Masters R32,L vs Hurkacz,29,25,1.2,14.9%,12.9%,14,22,0.6,8.9%,14.0%,7.6%,1.3%,1.3,22.7%,18.0%
2024 Canada Masters R64,W vs Monfils,31,22,1.4,27.0%,19.1%,27,18,1.5,29.0%,19.4%,12.9%,1.1%,1.2,23.5%,20.0%
2024 Wimbledon R64,L vs Pouille,34,20,1.7,18.1%,10.6%,18,15,1.2,11.6%,9.7%,7.7%,1.9%,1.2,16.0%,13.8%
2024 Wimbledon R128,W vs Auger Aliassime,49,44,1.1,15.1%,13.6%,30,40,0.8,11.1%,14.8%,7.4%,2.2%,1.3,19.8%,14.8%
2024 Roland Garros R128,W vs Popyrin,59,42,1.4,18.4%,13.1%,46,37,1.2,16.1%,13.0%,12.3%,3.9%,0.9,19.3%,20.9%
2024 Indian Wells Masters R64,L vs Sinner,12,23,0.5,13.2%,25.3%,5,21,0.2,6.3%,26.6%,6.3%,0.0%,3.0,23.1%,7.7%
2024 Los Cabos QF,L vs Zverev,21,24,0.9,15.6%,17.8%,15,21,0.7,12.6%,17.6%,9.2%,2.5%,1.0,20.0%,20.0%
2024 Brisbane R32,L vs Hijikata,26,30,0.9,20.2%,23.3%,10,29,0.3,9.3%,27.1%,4.7%,0.9%,1.3,14.7%,11.6%
2023 Shanghai Masters R64,L vs Hurkacz,18,15,1.2,13.4%,11.2%,12,15,0.8,10.9%,13.6%,5.5%,5.5%,1.6,26.9%,16.4%
2023 US Open R128,L vs Hsu,39,55,0.7,16.8%,23.7%,23,45,0.5,11.6%,22.7%,8.1%,1.5%,1.2,21.1%,17.7%
2023 Cincinnati Masters R64,L vs Hurkacz,33,48,0.7,13.0%,19.0%,29,43,0.7,12.8%,18.9%,10.1%,2.6%,1.4,22.1%,15.4%
2023 Rome Masters R64,L vs Sinner,6,19,0.3,6.7%,21.3%,4,18,0.2,4.8%,21.4%,4.8%,0.0%,1.7,27.0%,15.7%
2023 Miami Masters R64,L vs Hurkacz,45,51,0.9,16.8%,19.0%,22,47,0.5,10.1%,21.6%,6.9%,3.2%,1.3,16.0%,12.7%
2023 Miami Masters R128,W vs Bergs,30,35,0.9,15.5%,18.1%,19,34,0.6,11.2%,20.1%,8.3%,1.8%,0.6,11.9%,19.2%
2023 Indian Wells Masters R64,L vs Alcaraz,10,26,0.4,9.7%,25.2%,4,24,0.2,4.3%,25.8%,3.2%,0.0%,1.4,22.3%,16.5%
2023 Manama CH F,W vs Shelbayh,22,14,1.6,18.0%,11.5%,10,13,0.8,9.3%,12.1%,7.5%,1.9%,1.0,18.0%,18.9%
2023 Australian Open R64,L vs Murray,101,64,1.6,26.0%,16.5%,64,59,1.1,19.2%,17.7%,12.6%,6.0%,1.4,16.2%,11.3%
Career (48 matches),,1701,1608,1.1,17.2%,16.2%,1164,1413,0.8,13.8%,16.7%,8.2%,2.7%,1.3,18.9%,14.5%
