Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,1,1,50.0%,2-1,66.7%,16-15,51.6%,1-0,100.0%,1,80.0%,20.0%,15.0%,1.0%,61.0%,70.5%,61.5%,67.0%,33.3%,51.1%,1.01,R16 (Adelaide)
2025,5,3,2,60.0%,9-6,60.0%,79-75,51.3%,3-0,100.0%,4,84.2%,17.3%,13.7%,2.3%,69.1%,73.6%,42.6%,64.0%,34.0%,49.7%,0.95,QF (Adelaide)
2024,30,14,16,46.7%,43-46,48.3%,446-471,48.6%,15-6,71.4%,30,83.6%,12.9%,12.1%,3.3%,62.1%,75.4%,51.9%,66.5%,33.1%,49.5%,0.99,QF (Los Cabos)
2023,32,16,16,50.0%,44-43,50.6%,462-442,51.1%,9-16,36.0%,32,86.9%,15.9%,13.3%,2.8%,64.5%,76.3%,50.4%,67.1%,33.0%,50.3%,1.00,SF (Adelaide 2)
2022,34,17,17,50.0%,40-48,45.5%,439-460,48.8%,12-11,52.2%,31,83.7%,14.9%,13.5%,3.0%,64.0%,77.0%,48.4%,66.7%,32.9%,49.7%,0.99,W (Adelaide 2)
2021,6,2,4,33.3%,10-9,52.6%,101-93,52.1%,3-3,50.0%,6,87.1%,16.8%,14.9%,4.0%,61.8%,78.0%,51.5%,67.9%,35.5%,51.7%,1.10,R32 (Los Cabos)
2019,6,3,3,50.0%,8-4,66.7%,64-56,53.3%,1-1,50.0%,5,82.3%,23.4%,9.2%,4.3%,61.6%,72.9%,47.2%,63.0%,38.6%,50.7%,1.04,QF (Los Cabos)
2018,10,3,7,30.0%,8-16,33.3%,120-130,48.0%,2-5,28.6%,10,86.7%,11.4%,8.5%,4.4%,58.7%,76.6%,49.9%,65.6%,31.2%,48.6%,0.91,R16 (Acapulco)
2017,13,6,7,46.2%,17-19,47.2%,175-196,47.2%,8-3,72.7%,13,81.5%,12.1%,11.4%,5.5%,58.2%,75.6%,47.9%,64.0%,30.3%,48.1%,0.84,F (Los Cabos)
2016,1,0,1,0.0%,0-2,0.0%,12-14,46.2%,0-2,0.0%,1,66.7%,33.3%,7.0%,10.4%,49.6%,61.4%,48.3%,54.8%,33.3%,46.5%,0.74,R64 (Rio Olympics)
2015,32,13,19,40.6%,39-54,41.9%,456-497,47.8%,8-10,44.4%,28,79.7%,16.8%,11.4%,4.0%,59.6%,74.9%,48.0%,64.0%,34.9%,49.2%,0.97,R16 (4x)
2014,8,2,6,25.0%,7-14,33.3%,84-115,42.2%,4-0,100.0%,7,77.5%,6.7%,9.0%,4.8%,57.8%,72.9%,50.6%,63.5%,30.2%,47.2%,0.83,R16 (Shenzhen)
2013,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,1,63.6%,10.0%,10.5%,6.6%,59.2%,64.4%,48.4%,57.9%,30.6%,45.7%,0.73,R32 (Brisbane)
Career,180,80,100,44.4%,227-264,46.2%,2462-2577,48.9%,66-57,53.7%,169,83.3%,14.8%,12.1%,3.6%,61.9%,75.6%,49.5%,65.6%,33.2%,49.5%,0.97,
