Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,7,1,6,14.3%,3-14,17.6%,69-101,40.6%,0-2,0.0%,7,71.1%,11.8%,5.4%,4.5%,59.1%,66.4%,47.1%,58.6%,29.2%,44.3%,0.71
Clay,9,3,6,33.3%,6-13,31.6%,68-103,39.8%,1-0,100.0%,9,60.7%,18.6%,1.8%,5.6%,53.4%,63.1%,45.0%,54.7%,33.5%,44.7%,0.74
Grass,6,2,4,33.3%,12-11,52.2%,123-117,51.2%,2-3,40.0%,6,82.1%,21.2%,5.7%,6.5%,57.5%,73.2%,48.1%,62.5%,37.5%,50.1%,1.00
Grand Slams,5,2,3,40.0%,10-10,50.0%,106-103,50.7%,1-3,25.0%,5,79.6%,22.5%,6.6%,6.8%,57.4%,72.5%,44.6%,60.6%,37.1%,49.1%,0.94
Masters,6,1,5,16.7%,2-11,15.4%,45-77,36.9%,0-1,0.0%,6,63.3%,11.5%,3.3%,5.9%,52.2%,63.7%,47.6%,56.0%,28.8%,43.2%,0.66
Other Tours,11,3,8,27.3%,9-17,34.6%,109-141,43.6%,2-1,66.7%,11,71.1%,16.7%,3.1%,4.4%,58.5%,66.8%,48.6%,59.2%,33.9%,46.7%,0.83
Best of 5,5,2,3,40.0%,10-10,50.0%,106-103,50.7%,1-3,25.0%,5,79.6%,22.5%,6.6%,6.8%,57.4%,72.5%,44.6%,60.6%,37.1%,49.1%,0.94
Best of 3,17,4,13,23.5%,11-28,28.2%,154-218,41.4%,2-2,50.0%,17,68.5%,15.0%,3.2%,4.9%,56.3%,65.8%,48.2%,58.2%,32.3%,45.6%,0.77
Quarter-finals,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,55.6%,20.0%,6.4%,8.5%,51.1%,70.8%,34.8%,53.2%,31.4%,41.8%,0.67
vs Righties,21,6,15,28.6%,20-36,35.7%,246-303,44.8%,2-5,28.6%,21,72.1%,18.3%,4.6%,5.6%,56.8%,68.1%,46.4%,58.7%,34.2%,46.8%,0.83
vs Lefties,1,0,1,0.0%,1-2,33.3%,14-18,43.8%,1-0,100.0%,1,80.0%,6.3%,1.1%,6.9%,55.2%,75.0%,56.4%,66.7%,32.7%,48.4%,0.98
vs Top 10,2,1,1,50.0%,5-4,55.6%,49-47,51.0%,1-1,50.0%,2,80.9%,21.3%,2.7%,5.6%,59.9%,67.3%,52.6%,61.4%,36.5%,49.2%,0.95
