Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Machac,100.3,108.7,5.7,112.2,104.2,119,97,90.5,4.5,91.0,95.0,99,83
2024 Wimbledon R64,W vs Ruud,103.7,111.7,5.6,114.6,107.8,123,96,91.5,5.6,93.8,84.0,105,64
2022 US Open R64,L vs Nadal,100.7,105.7,7.9,106.7,104.5,119,79,89.5,8.1,96.3,,104,66
2022 US Open R128,W vs Karatsev,99.5,107.0,6.7,112.0,103.4,122,84,87.5,6.7,92.3,,103,66
2021 US Open R128,L vs Pospisil,104.6,111.5,8.5,115.1,106.3,127,67,93.4,7.3,101.4,94.0,119,70
2021 Wimbledon R32,L vs Rublev,106.1,112.0,5.5,115.1,108.3,122,95,95.1,5.8,101.3,,109,85
2021 Wimbledon R128,W vs Ramos,104.4,110.0,6.0,113.1,105.3,120,100,93.6,7.4,93.0,98.0,111,72
2019 US Open R128,L vs Opelka,100.4,108.1,8.4,,,126,84,89.7,7.3,,,120,76
2019 Wimbledon R64,W vs Fucsovics,103.7,111.2,6.0,114.7,106.1,125,94,92.5,6.7,94.4,93.2,108,80
2019 Wimbledon R128,W vs Tiafoe,104.4,111.4,6.6,115.3,108.7,124,89,91.5,4.9,96.1,88.7,107,79
2019 Roland Garros R16,L vs Zverev,104.3,110.8,7.1,,,124,91,91.1,6.1,,,109,80
2019 Roland Garros R32,W vs Bautista Agut,101.5,112.8,7.0,,,126,87,88.7,7.1,,,105,76
2019 Roland Garros R64,W vs Delbonis,104.0,109.5,7.0,,,121,76,89.8,4.6,,,102,79
2019 Roland Garros R128,W vs Seppi,99.0,107.5,9.0,,,124,63,87.0,6.4,,,102,69
2018 US Open R64,L vs Millman,96.0,106.6,8.4,112.6,101.5,124,91,79.6,6.8,82.8,79.5,100,62
2018 US Open R128,W vs Mmoh,97.8,107.3,6.7,111.1,103.8,121,80,86.7,7.8,88.2,82.3,107,72
2018 Wimbledon R32,L vs Vesely,100.6,106.0,6.2,108.3,100.4,119,86,89.2,5.5,87.8,91.3,96,63
2018 Wimbledon R64,W vs Bolelli,100.1,107.7,5.4,112.0,103.5,122,98,90.4,5.1,90.7,91.0,102,81
2018 Wimbledon R128,W vs Daniel,102.1,109.1,6.3,113.8,105.1,123,94,92.1,5.9,99.0,97.0,110,83
2017 Wimbledon R32,L vs Murray,108.4,113.4,5.0,116.3,109.0,126,101,98.6,4.8,102.8,,107,85
Career (56 matches),,101.0,108.5,7.5,112.9,105.7,129,63,89.2,6.2,94.3,90.3,120,62
