Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,16,Hard,32,16,16,50.0%,19,13,6,68.4%,2008,2023,R16,32,0.97,5.5%,5.0%,57.5%,70.3%,51.4%,62.3%,36.5%,59.3%,36.5%
Roland Garros,18,Clay,48,30,18,62.5%,12,7,5,58.3%,2007,2025,QF,44,1.04,3.5%,4.3%,63.1%,66.4%,49.5%,60.2%,41.5%,58.6%,47.4%
Wimbledon,15,Grass,33,18,15,54.5%,19,9,10,47.4%,2008,2025,R32,33,0.96,5.2%,4.9%,61.0%,70.2%,48.7%,61.8%,36.7%,56.5%,40.0%
US Open,17,Hard,27,10,17,37.0%,11,5,6,45.5%,2006,2024,R16,26,0.90,5.7%,6.5%,54.8%,68.1%,46.0%,58.1%,37.6%,53.0%,44.6%
Olympics,3,,7,4,3,57.1%,4,4,0,100.0%,2012,2021,R16,4,0.85,2.6%,5.0%,60.2%,63.6%,47.0%,57.0%,36.4%,52.5%,58.3%
Davis Cup,12,,31,22,9,71.0%,16,7,9,43.8%,2008,2019,,9,1.11,5.8%,5.5%,60.5%,71.8%,44.1%,60.9%,43.3%,61.7%,40.0%
Mallorca,2,Grass,3,1,2,33.3%,2,2,0,100.0%,2024,2025,R16,3,1.03,6.4%,8.8%,56.2%,75.0%,56.0%,66.7%,34.5%,55.6%,30.0%
Stuttgart,5,Grass,15,11,4,73.3%,5,4,1,80.0%,2009,2025,W,15,1.10,3.7%,5.0%,58.4%,69.9%,50.8%,62.0%,42.0%,50.7%,42.1%
Rome Masters,18,Clay,34,16,18,47.1%,13,8,5,61.5%,2006,2025,QF,34,0.98,3.3%,4.0%,59.6%,68.3%,48.5%,60.3%,38.8%,56.6%,42.3%
Madrid Masters,15,Clay,26,11,15,42.3%,11,5,6,45.5%,2008,2025,R16,24,0.95,2.5%,4.3%,62.9%,65.9%,48.6%,59.5%,38.4%,56.1%,38.7%
Monte Carlo Masters,14,Clay,37,24,13,64.9%,7,5,2,71.4%,2009,2025,W,34,1.02,2.0%,4.4%,58.1%,63.5%,50.7%,58.2%,42.5%,50.4%,49.6%
Marrakech,3,Clay,7,4,3,57.1%,3,1,2,33.3%,2019,2025,QF,7,0.93,4.0%,4.5%,61.2%,67.7%,47.7%,59.9%,37.4%,57.7%,46.5%
