Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,7,2,5,28.6%,6-11,35.3%,75-92,44.9%,0-1,0.0%,7,69.1%,22.4%,3.3%,8.0%,53.0%,69.3%,46.3%,58.5%,38.8%,48.3%,0.93,R16 (2x)
2024,30,19,11,63.3%,43-30,58.9%,360-306,54.1%,3-6,33.3%,30,72.2%,36.1%,3.3%,5.8%,59.8%,67.9%,48.6%,60.2%,42.9%,51.4%,1.08,W (Montemar)
2023,28,19,9,67.9%,40-22,64.5%,338-269,55.7%,5-7,41.7%,27,75.2%,35.7%,3.2%,6.2%,58.3%,68.6%,49.2%,60.5%,42.3%,51.6%,1.07,W (Valencia)
2012,2,1,1,50.0%,3-3,50.0%,27-28,49.1%,0-0,-,2,59.3%,39.3%,0.5%,5.3%,71.3%,61.2%,38.9%,54.8%,45.1%,50.0%,1.00,R16 (Barletta)
2011,2,0,2,0.0%,1-4,20.0%,21-28,42.9%,0-1,0.0%,2,69.6%,20.0%,2.3%,2.9%,63.4%,60.4%,50.0%,56.6%,37.9%,47.6%,0.87,R16 (Le Gosier)
2010,21,18,3,85.7%,36-11,76.6%,263-175,60.0%,3-0,100.0%,21,73.1%,46.3%,2.6%,4.6%,61.5%,67.3%,47.8%,59.8%,47.6%,53.9%,1.18,W (3x)
2009,9,8,1,88.9%,16-4,80.0%,119-77,60.7%,2-2,50.0%,0,,,,,,,,,,,,W (San Benedetto)
2008,12,11,1,91.7%,22-6,78.6%,159-108,59.6%,1-1,50.0%,0,,,,,,,,,,,,W (2x)
2007,51,34,17,66.7%,74-45,62.2%,610-518,54.1%,10-5,66.7%,0,,,,,,,,,,,,F (3x)
2006,24,10,14,41.7%,24-32,42.9%,264-285,48.1%,4-4,50.0%,0,,,,,,,,,,,,QF (2x)
2005,21,7,14,33.3%,19-29,39.6%,185-244,43.1%,1-1,50.0%,0,,,,,,,,,,,,QF (Olbia)
2004,4,1,3,25.0%,5-7,41.7%,55-63,46.6%,1-0,100.0%,0,,,,,,,,,,,,R16 (Turin)
Career,211,130,81,61.6%,289-204,58.6%,2476-2193,53.0%,30-28,51.7%,89,72.6%,36.7%,3.0%,5.8%,59.6%,67.7%,48.2%,59.8%,43.3%,51.6%,1.08,
