Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Wimbledon R128,L vs Alcaraz,53% (18/34),24% (5/21),2/5,0/0,53% (8/15),1/4,0/1,83% (5/6),33% (2/6)
2024 US Open R128,L vs Machac,67% (8/12),14% (1/7),0/0,0/0,14% (1/7),2/5,0/1,- (0/0),- (0/0)
2024 Gstaad QF,L vs Tsitsipas,83% (5/6),67% (2/3),0/0,0/0,33% (2/6),0/2,0/1,- (0/0),- (0/0)
2024 Wimbledon R32,L vs Bautista Agut,55% (23/42),40% (6/15),2/2,0/0,69% (11/16),3/6,0/1,27% (3/11),36% (4/11)
2024 Wimbledon R64,W vs Ruud,54% (20/37),63% (5/8),3/10,1/5,85% (11/13),0/1,0/0,25% (1/4),0% (0/4)
2024 Wimbledon R128,W vs Van Assche,62% (13/21),43% (6/14),3/6,1/2,91% (10/11),0/0,0/0,- (0/0),- (0/0)
2024 Rome R64,L vs Fritz,78% (7/9),0% (0/2),0/0,0/0,33% (1/3),0/2,0/1,- (0/0),- (0/0)
2023 Rome R32,L vs Rune,63% (5/8),25% (1/4),0/0,0/0,50% (4/8),0/2,0/1,- (0/0),- (0/0)
2023 Rome R128,W vs Murray,61% (11/18),42% (5/12),2/3,1/2,78% (14/18),6/7,0/0,- (0/0),- (0/0)
2022 US Open R64,L vs Nadal,50% (7/14),60% (6/10),1/1,0/0,36% (5/14),3/6,2/3,- (0/0),- (0/0)
2022 US Open R128,W vs Karatsev,52% (17/33),64% (7/11),3/11,1/3,54% (7/13),3/5,0/0,- (0/0),- (0/0)
2022 Canada R64,L vs Rune,73% (8/11),0% (0/6),0/0,0/0,75% (6/8),1/3,0/1,- (0/0),- (0/0)
2022 Wimbledon R128,L vs Griekspoor,77% (17/22),40% (2/5),1/1,0/0,33% (2/6),2/5,0/1,- (0/0),- (0/0)
2022 Rome R64,W vs Thiem,56% (10/18),67% (2/3),2/4,1/2,86% (6/7),0/0,0/0,67% (4/6),50% (3/6)
2022 Belgrade  SF,L vs Rublev,67% (4/6),0% (0/3),0/0,0/0,50% (4/8),1/3,1/2,- (0/0),- (0/0)
2022 Miami R32,L vs Kyrgios,86% (6/7),- (0/0),0/0,0/0,50% (3/6),0/2,0/1,- (0/0),- (0/0)
2022 Rio de Janeiro SF,L vs Alcaraz,75% (6/8),17% (1/6),0/0,0/0,60% (6/10),1/3,0/1,- (0/0),- (0/0)
2022 Australian Open R128,L vs Griekspoor,69% (9/13),0% (0/2),0/0,0/0,67% (8/12),0/3,0/1,- (0/0),- (0/0)
2022 Sydney R16,L vs Nakashima,48% (10/21),100% (2/2),0/3,0/0,60% (3/5),2/4,0/1,60% (9/15),27% (4/15)
2021 US Open R128,L vs Pospisil,81% (17/21),45% (5/11),2/2,0/0,50% (5/10),2/5,0/1,60% (3/5),17% (1/6)
2025 (1 matches),,52.9%,23.8%,40.0%,-,53.3%,25.0%,0.0%,83.3%,33.3%
2024 (6 matches),,59.8%,40.8%,44.4%,28.6%,64.3%,31.3%,0.0%,26.7%,26.7%
2023 (2 matches),,61.5%,37.5%,66.7%,50.0%,69.2%,66.7%,0.0%,-,-
2022 (10 matches),,61.4%,41.7%,35.0%,40.0%,56.2%,38.2%,27.3%,61.9%,33.3%
2021 (12 matches),,57.0%,42.0%,66.7%,58.3%,57.8%,40.0%,28.6%,71.4%,47.8%
Career (465 matches),,60.9%,42.9%,55.0%,57.5%,58.4%,43.4%,41.0%,60.8%,42.1%
