Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Wimbledon R128,L vs Alcaraz,3.4,3.8,3.0,47.4%,53.1%,45.7%,33.3%,44.7%,27.2%,-2.5,-1.5,2.5,1.4
2024 Gstaad QF,L vs Tsitsipas,3.0,3.2,2.9,38.5%,50.0%,42.9%,50.0%,49.1%,13.8%,0.5,1.1,0.5,1.0
2024 Rome R64,L vs Fritz,3.4,2.7,4.0,43.0%,47.1%,50.0%,44.4%,51.7%,21.9%,-7.0,-11.1,-3.0,-5.3
2023 Rome R32,L vs Rune,3.9,3.9,3.9,36.1%,65.2%,38.5%,42.9%,51.2%,16.7%,-8.5,-11.2,-9.5,-13.6
2023 Rome R128,W vs Murray,4.6,4.3,5.0,45.7%,55.0%,64.3%,63.6%,48.3%,11.8%,16.5,9.2,5.0,2.8
2022 Canada R64,L vs Rune,5.3,5.1,5.4,46.2%,63.0%,35.7%,37.5%,54.3%,25.9%,-2.5,-1.8,-1.5,-1.4
2022 Rome R64,W vs Thiem,4.5,5.3,3.5,41.3%,60.5%,75.0%,33.3%,52.0%,5.4%,11.0,8.7,0.0,0.0
2022 Belgrade SF,L vs Rublev,4.3,4.2,4.4,30.8%,42.1%,41.7%,37.5%,51.8%,3.7%,-8.0,-9.8,-5.0,-6.4
2022 Miami R32,L vs Kyrgios,3.7,4.5,2.7,40.3%,25.0%,62.5%,57.1%,40.6%,28.2%,3.0,6.0,-1.5,-2.5
2022 Rio de Janeiro SF,L vs Alcaraz,3.8,3.5,4.0,47.1%,44.7%,41.7%,33.3%,49.6%,8.6%,5.0,4.7,-13.0,-12.4
2022 Australian Open R128,L vs Griekspoor,3.4,3.3,3.5,40.4%,38.5%,45.0%,50.0%,51.6%,25.7%,-5.0,-4.7,-10.0,-13.2
2022 Sydney R16,L vs Nakashima,4.0,3.8,4.4,43.4%,56.1%,36.4%,61.5%,46.0%,20.4%,0.0,0.0,-2.0,-1.6
2021 Monte Carlo R16,W vs Krajinovic,4.9,4.2,5.6,56.5%,56.7%,62.5%,52.9%,45.8%,14.7%,3.5,2.9,7.0,5.5
2021 ATP Cup F,L vs Rublev,3.6,4.0,3.2,28.8%,33.3%,33.3%,37.5%,40.4%,25.0%,1.0,2.8,-8.0,-16.3
2020 Australian Open R16,L vs Sandgren,4.7,4.8,4.5,43.6%,54.5%,64.7%,44.8%,54.3%,31.1%,3.0,1.2,9.5,5.8
2020 Australian Open R32,W vs Pella,4.9,4.8,5.0,55.2%,61.7%,53.8%,54.5%,52.5%,27.8%,15.5,8.9,1.5,1.2
2020 ATP Cup RR,L vs Ruud,3.7,3.7,3.7,33.3%,38.9%,55.6%,50.0%,53.3%,7.9%,4.0,6.3,-2.5,-4.4
2019 Basel R16,L vs Krajinovic,3.1,2.9,3.2,48.8%,30.4%,25.0%,33.3%,45.8%,18.1%,-3.0,-4.8,-5.5,-8.2
2019 Stockholm R16,L vs Tipsarevic,3.6,3.9,3.1,35.7%,40.0%,28.6%,40.0%,46.2%,19.2%,0.5,0.9,-7.0,-11.1
2019 Shanghai QF,L vs Medvedev,4.1,5.0,3.0,38.5%,57.1%,43.8%,38.5%,47.4%,45.5%,5.5,6.6,-6.0,-10.7
Career (79 matches),,4.3,4.3,4.3,45.3%,51.2%,52.3%,48.7%,48.7%,18.5%,4.5,3.7,-1.3,-1.2
