Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,14,8,6,57.1%,17-13,56.7%,135-116,53.8%,0-1,0.0%,14,65.0%,43.3%,1.2%,3.6%,69.8%,60.7%,48.5%,57.0%,46.4%,51.6%,1.08,F (2x)
2025,43,25,18,58.1%,54-38,58.7%,433-389,52.7%,6-1,85.7%,41,62.4%,43.3%,1.9%,4.1%,63.8%,61.2%,44.0%,55.0%,47.6%,51.3%,1.06,W (W35 Sao Paulo)
2024,49,26,23,53.1%,60-55,52.2%,520-521,50.0%,3-4,42.9%,0,,,,,,,,,,,,F (W50 Sao Paulo)
2023,50,27,23,54.0%,66-44,60.0%,532-432,55.2%,1-3,25.0%,0,,,,,,,,,,,,F (2x)
2022,29,14,15,48.3%,34-30,53.1%,298-289,50.8%,2-2,50.0%,0,,,,,,,,,,,,F (W15 Savitaipale)
2021,9,6,3,66.7%,13-7,65.0%,99-69,58.9%,1-0,100.0%,0,,,,,,,,,,,,W (W15 Piracicaba)
2019,1,0,1,0.0%,1-2,33.3%,10-15,40.0%,0-0,-,0,,,,,,,,,,,,R32 (W15 Monastir)
2018,54,30,24,55.6%,62-51,54.9%,513-468,52.3%,4-3,57.1%,0,,,,,,,,,,,,SF (4x)
2017,20,6,14,30.0%,17-27,38.6%,161-203,44.2%,0-1,0.0%,0,,,,,,,,,,,,QF (Beni Mellal $15K)
2016,42,22,20,52.4%,48-47,50.5%,397-398,49.9%,2-2,50.0%,0,,,,,,,,,,,,SF (2x)
2015,28,11,17,39.3%,20-37,35.1%,211-286,42.5%,3-3,50.0%,0,,,,,,,,,,,,QF (3x)
2014,10,4,6,40.0%,10-13,43.5%,97-109,47.1%,2-1,66.7%,0,,,,,,,,,,,,QF (Sharm El Sheikh 10K)
2013,8,2,6,25.0%,6-12,33.3%,67-82,45.0%,0-1,0.0%,0,,,,,,,,,,,,R16 (2x)
2010,1,0,1,0.0%,0-2,0.0%,0-12,0.0%,0-0,-,0,,,,,,,,,,,,R32 (Locri 10K)
Career,358,181,177,50.6%,408-378,51.9%,3473-3389,50.6%,24-22,52.2%,55,63.0%,43.3%,1.7%,4.0%,65.2%,61.1%,44.9%,55.4%,47.3%,51.4%,1.06,
