Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2010 Rome F,W vs Jankovic,13.1%,33.3%,52.9%,16.3%,55.8%,72.2%,28.6%,54.5%,33.3%,10.5%,10.5%,32.4%,35.7%,12.5%,0.0%,-16
Career (1 matches),,13.1%,33.3%,52.9%,16.3%,55.8%,72.2%,28.6%,54.5%,33.3%,10.5%,10.5%,32.4%,35.7%,12.5%,0.0%,-16
