Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,90,39,51,43.3%,95-114,45.5%,925-995,48.2%,11-8,57.9%,70,-,-,4.5%,4.3%,55.0%,65.9%,45.4%,56.7%,42.5%,49.5%,0.98
Clay,106,63,43,59.4%,146-107,57.7%,1257-1150,52.2%,13-12,52.0%,65,-,-,4.1%,3.9%,52.7%,65.3%,47.2%,56.7%,46.2%,51.4%,1.07
Grass,18,8,10,44.4%,19-23,45.2%,187-202,48.1%,1-1,50.0%,16,-,-,6.1%,2.6%,62.7%,65.9%,47.3%,59.0%,40.7%,49.7%,0.99
Carpet,2,2,0,100.0%,4-0,100.0%,25-15,62.5%,1-0,100.0%,0,,,,,,,,,,,
Grand Slams,40,17,23,42.5%,39-54,41.9%,406-451,47.4%,2-2,50.0%,33,-,-,4.1%,4.9%,55.1%,64.9%,47.8%,57.2%,42.9%,49.7%,1.00
Premiers,51,22,29,43.1%,55-67,45.1%,527-604,46.6%,7-4,63.6%,47,-,-,5.1%,3.2%,56.4%,64.7%,46.3%,56.6%,41.7%,49.1%,0.96
Internationals,81,51,30,63.0%,115-73,61.2%,950-825,53.5%,13-7,65.0%,49,-,-,3.9%,4.0%,53.6%,66.6%,46.6%,57.3%,47.1%,52.2%,1.10
Finals,6,5,1,83.3%,10-2,83.3%,68-54,55.7%,3-0,100.0%,5,-,-,2.1%,4.7%,50.4%,69.6%,45.8%,57.8%,44.8%,51.1%,1.06
Semi-finals,10,6,4,60.0%,13-9,59.1%,105-101,51.0%,2-0,100.0%,6,-,-,3.3%,3.8%,54.6%,67.8%,44.1%,57.0%,45.9%,51.7%,1.07
Quarter-finals,20,9,11,45.0%,21-26,44.7%,222-238,48.3%,3-7,30.0%,14,-,-,5.2%,3.8%,55.9%,65.5%,46.7%,57.2%,43.1%,50.0%,1.01
vs Righties,190,99,91,52.1%,235-215,52.2%,2125-2087,50.5%,23-19,54.8%,134,-,-,4.3%,4.0%,54.7%,65.8%,45.9%,56.8%,44.1%,50.3%,1.02
vs Lefties,23,12,11,52.2%,27-25,51.9%,244-245,49.9%,3-2,60.0%,16,-,-,5.4%,3.8%,55.1%,64.2%,50.0%,57.8%,42.7%,50.3%,1.01
vs Top 10,27,8,19,29.6%,19-40,32.2%,246-320,43.5%,3-6,33.3%,22,-,-,4.6%,4.1%,52.2%,64.6%,44.5%,55.0%,39.1%,47.1%,0.87
