Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,17,9,8,52.9%,4,3,1,75.0%,2001,2016,R32,8,1.04,3.1%,4.7%,55.8%,66.8%,45.8%,57.5%,44.0%,57.1%,39.5%
Roland Garros,8,Clay,17,9,8,52.9%,2,1,1,50.0%,2001,2012,R32,10,1.00,3.8%,6.6%,51.7%,62.3%,47.0%,54.9%,45.3%,53.1%,37.7%
Wimbledon,7,Grass,16,9,7,56.3%,1,0,1,0.0%,2001,2012,R32,8,1.03,4.8%,2.8%,62.0%,66.0%,46.6%,58.6%,42.5%,51.9%,48.3%
US Open,9,Hard,18,8,10,44.4%,3,1,2,33.3%,2000,2012,R32,8,0.90,4.6%,4.6%,54.4%,64.7%,49.4%,57.7%,38.0%,60.0%,32.2%
Olympics,2,,4,2,2,50.0%,1,0,1,0.0%,2008,2012,R32,2,0.81,1.8%,2.8%,68.8%,62.7%,32.4%,53.2%,37.8%,30.0%,55.6%
Fed Cup,3,,9,6,3,66.7%,2,1,1,50.0%,2009,2011,,0,,,,,,,,,,
Acapulco,6,Clay,21,15,6,71.4%,4,1,3,25.0%,2001,2013,QF,7,1.16,2.5%,3.6%,56.8%,64.2%,52.5%,59.1%,47.2%,61.8%,47.6%
Bogota,6,Clay,15,10,5,66.7%,3,1,2,33.3%,2001,2009,W,4,1.25,4.8%,5.5%,51.8%,78.0%,47.3%,63.2%,46.0%,70.6%,39.5%
New Haven,6,Hard,9,3,6,33.3%,1,1,0,100.0%,2001,2017,R32,5,0.69,4.4%,4.1%,56.4%,60.0%,43.2%,52.7%,32.5%,43.6%,27.8%
Rome,5,Clay,13,9,4,69.2%,5,4,1,80.0%,2002,2012,W,12,1.07,4.5%,2.9%,55.1%,65.6%,47.8%,57.6%,45.3%,54.0%,46.3%
Indian Wells,5,Hard,10,5,5,50.0%,2,1,1,50.0%,2002,2012,QF,6,1.07,6.9%,5.6%,49.4%,73.7%,44.7%,59.0%,43.9%,50.0%,46.7%
Beijing,5,Hard,10,5,5,50.0%,4,1,3,25.0%,2006,2012,R16,7,0.98,4.4%,4.6%,55.0%,63.9%,43.7%,54.8%,44.3%,50.0%,53.8%
