Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,98,36,62,36.7%,104-143,42.1%,1078-1219,46.9%,14-15,48.3%,96,69.3%,24.8%,2.5%,4.4%,57.9%,64.9%,49.4%,58.4%,38.8%,48.7%,0.93
Clay,44,16,28,36.4%,45-66,40.5%,496-543,47.7%,2-9,18.2%,43,70.6%,25.6%,2.3%,3.8%,60.6%,64.5%,48.5%,58.2%,39.0%,48.7%,0.93
Grass,24,11,13,45.8%,29-37,43.9%,322-343,48.4%,6-6,50.0%,24,77.4%,19.9%,3.3%,5.4%,59.8%,69.0%,50.7%,61.6%,35.8%,49.0%,0.93
Grand Slams,33,10,23,30.3%,47-76,38.2%,540-637,45.9%,7-10,41.2%,33,70.7%,21.6%,2.9%,4.8%,58.7%,66.2%,48.6%,58.9%,38.0%,48.4%,0.92
Masters,11,2,9,18.2%,8-17,32.0%,99-135,42.3%,3-2,60.0%,11,64.9%,19.1%,2.3%,3.9%,61.5%,62.7%,45.3%,56.0%,37.6%,47.0%,0.86
Other Tours,119,50,69,42.0%,120-148,44.8%,1219-1291,48.6%,11-17,39.3%,119,71.8%,25.8%,2.5%,4.2%,58.8%,65.5%,50.2%,59.2%,38.6%,49.0%,0.95
Best of 5,35,11,24,31.4%,50-79,38.8%,568-666,46.0%,8-10,44.4%,33,70.7%,21.6%,2.9%,4.8%,58.7%,66.2%,48.6%,58.9%,38.0%,48.4%,0.92
Best of 3,131,52,79,39.7%,128-167,43.4%,1328-1439,48.0%,14-20,41.2%,130,71.2%,25.3%,2.5%,4.2%,59.0%,65.2%,49.8%,58.9%,38.5%,48.9%,0.94
Semi-finals,1,0,1,0.0%,0-2,0.0%,11-14,44.0%,0-1,0.0%,1,91.7%,0.0%,4.4%,8.9%,45.6%,78.0%,53.1%,64.4%,18.5%,45.2%,0.52
Quarter-finals,8,1,7,12.5%,6-15,28.6%,89-109,44.9%,0-2,0.0%,8,69.4%,21.4%,2.2%,3.7%,57.7%,62.4%,50.9%,57.6%,36.8%,47.4%,0.87
vs Righties,146,53,93,36.3%,153-223,40.7%,1667-1873,47.1%,16-29,35.6%,143,70.6%,24.1%,2.6%,4.4%,59.1%,65.5%,49.1%,58.8%,38.3%,48.6%,0.93
vs Lefties,20,10,10,50.0%,25-23,52.1%,229-232,49.7%,6-1,85.7%,20,73.9%,24.6%,2.5%,4.4%,57.4%,65.9%,51.4%,59.7%,38.5%,49.5%,0.96
vs Top 10,15,2,13,13.3%,7-30,18.9%,135-212,38.9%,2-2,50.0%,15,66.3%,12.1%,2.0%,5.0%,58.9%,64.5%,44.2%,56.2%,33.3%,44.8%,0.76
