Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Liberec CH R32,W vs Maamoun,0.0%,-,12.7%,84.6%,9.0%,19.0%,33.3%,3.3%,33.3%,1.0%,50.0%,-50,-56
2014 Doha R16,L vs Nadal,0.0%,-,7.8%,80.0%,12.0%,23.1%,13.0%,8.1%,11.8%,0.8%,0.0%,-50,-38
Career (2 matches),,0.0%,-,9.5%,82.1%,11.1%,21.7%,15.4%,6.4%,17.4%,0.9%,20.0%,-50,-44
