Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2023-06-19),1114,7,,,,,,,,,,,,
2022,673,37,,,,,,,,,,,,
2021,255,241,254,1479,226,1456,260,1421,189,1454,,,,
2020,236,246,188,1527,170,1499,195,1459,,,,,,
2019,242,196,218,1530,190,1507,214,1469,154,1495,,,,
2018,213,234,212,1519,180,1512,233,1455,135,1509,308,124,,
2017,233,222,195,1545,173,1520,174,1517,129,1526,912,35,,
2016,118,501,127,1639,117,1606,125,1589,90,1589,617,83,,
2015,277,185,194,1543,186,1503,151,1539,127,1539,233,303,,
2014,97,564,101,1685,95,1643,91,1656,72,1616,367,170,,
2013,74,663,75,1741,68,1699,80,1679,73,1625,573,90,,
2012,98,563,112,1672,110,1616,98,1647,98,1591,314,205,,
2011,96,582,70,1741,69,1688,76,1673,55,1657,427,130,,
2010,67,724,97,1688,95,1630,88,1647,54,1648,576,73,,
2009,254,176,193,1554,199,1494,172,1529,143,1491,1158,13,,
2008,243,158,181,1576,159,1530,146,1564,151,1491,848,32,,
2007,210,200,162,1585,165,1510,136,1575,,,459,100,,
2006,445,66,,,,,,,,,794,32,,
2005,716,22,,,,,,,,,,,,
2004,809,13,,,,,,,,,1760,1,,
