Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,1,0,1,0.0%,1-3,25.0%,12-21,36.4%,0-0,-,1,62.5%,11.8%,0.0%,7.3%,46.4%,66.7%,44.1%,54.5%,29.6%,42.8%,0.65,R128 (US Open)
2017,4,2,2,50.0%,5-4,55.6%,50-47,51.5%,1-2,33.3%,4,80.9%,23.4%,2.8%,4.4%,56.3%,71.9%,52.9%,63.6%,38.9%,51.4%,1.07,QF (Newport)
2016,10,5,5,50.0%,11-12,47.8%,107-111,49.1%,3-3,50.0%,10,69.2%,28.6%,1.4%,4.3%,61.7%,65.1%,49.3%,59.0%,39.5%,49.5%,0.96,QF (Stockholm)
2015,6,1,5,16.7%,4-12,25.0%,66-93,41.5%,1-1,50.0%,6,61.5%,21.5%,2.6%,3.0%,57.3%,62.1%,46.7%,55.5%,36.9%,46.3%,0.83,R16 (Montpellier)
2014,25,9,16,36.0%,29-40,42.0%,313-361,46.4%,6-5,54.5%,23,75.9%,16.4%,2.8%,3.7%,61.5%,66.5%,52.3%,61.0%,35.0%,48.2%,0.90,QF (Hamburg)
2013,39,17,22,43.6%,46-52,46.9%,465-469,49.8%,7-5,58.3%,38,74.7%,24.9%,2.9%,3.4%,60.5%,66.6%,49.9%,60.0%,38.9%,49.7%,0.97,QF (2x)
2012,26,7,19,26.9%,23-43,34.8%,267-334,44.4%,1-4,20.0%,26,61.4%,28.7%,1.9%,5.8%,57.5%,62.1%,45.8%,55.2%,41.2%,48.0%,0.92,QF (Washington)
2011,38,15,23,39.5%,39-53,42.4%,415-440,48.5%,3-9,25.0%,38,72.3%,25.5%,3.1%,4.8%,57.1%,65.9%,50.4%,59.3%,38.5%,49.0%,0.94,SF (Newport)
2010,15,7,8,46.7%,19-22,46.3%,182-194,48.4%,0-1,0.0%,15,71.4%,26.3%,2.3%,4.3%,58.2%,66.0%,49.5%,59.1%,39.4%,49.0%,0.96,R16 (4x)
2008,1,0,1,0.0%,1-3,25.0%,16-23,41.0%,0-0,-,1,68.4%,15.0%,2.4%,8.7%,58.3%,64.9%,45.3%,56.7%,30.1%,44.2%,0.69,R128 (Wimbledon)
2007,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,37.5%,0.0%,0.0%,11.3%,47.2%,56.0%,35.7%,45.3%,17.6%,34.5%,0.32,R32 (Stockholm)
Career,166,63,103,38.0%,178-246,42.0%,1896-2105,47.4%,22-30,42.3%,163,71.0%,24.2%,2.6%,4.4%,58.9%,65.5%,49.4%,58.9%,38.4%,48.7%,0.93,
