Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,7,2,5,28.6%,5-10,33.3%,61-77,44.2%,0-2,0.0%,7,70.1%,20.3%,4.4%,4.4%,62.0%,65.8%,47.1%,58.7%,33.7%,46.8%,0.82,R16 (2x)
2021,33,13,20,39.4%,29-43,40.3%,324-360,47.4%,2-6,25.0%,33,74.6%,21.3%,1.9%,5.2%,60.4%,67.8%,49.3%,60.5%,36.4%,48.5%,0.92,SF (Manacor)
2020,22,13,9,59.1%,29-20,59.2%,254-205,55.3%,3-5,37.5%,22,80.8%,30.8%,4.3%,5.8%,57.7%,71.9%,51.5%,63.3%,40.7%,52.1%,1.11,SF (Rennes)
2019,40,21,19,52.5%,46-42,52.3%,409-404,50.3%,5-5,50.0%,40,72.8%,28.6%,2.8%,4.7%,57.1%,68.5%,50.6%,60.9%,40.2%,50.4%,1.03,F (Braunschweig)
2018,47,26,21,55.3%,56-49,53.3%,518-486,51.6%,8-9,47.1%,47,73.8%,29.6%,2.2%,4.5%,58.0%,68.4%,49.3%,60.4%,41.1%,50.7%,1.04,F (Lille)
2017,28,14,14,50.0%,34-32,51.5%,318-299,51.5%,4-4,50.0%,28,72.7%,30.4%,2.6%,4.1%,58.9%,67.8%,49.2%,60.1%,41.3%,50.5%,1.03,F (Saint Brieuc)
2016,41,26,15,63.4%,58-34,63.0%,471-391,54.6%,7-5,58.3%,41,75.2%,33.8%,2.4%,4.1%,59.3%,68.1%,52.6%,61.8%,43.7%,52.5%,1.14,W (Kazan)
2015,21,8,13,38.1%,20-25,44.4%,218-225,49.2%,2-4,33.3%,21,68.0%,29.9%,2.5%,4.1%,53.6%,64.3%,51.2%,58.2%,40.7%,49.2%,0.97,W (Liberec)
2014,24,16,8,66.7%,30-17,63.8%,251-196,56.2%,4-5,44.4%,24,79.5%,33.8%,3.9%,3.4%,61.4%,67.1%,55.1%,62.5%,41.9%,52.5%,1.12,W (Furth)
2013,10,7,3,70.0%,14-10,58.3%,124-112,52.5%,2-1,66.7%,10,77.1%,29.2%,5.3%,4.9%,60.3%,70.8%,51.9%,63.3%,41.5%,52.0%,1.13,W (Petange)
2012,26,18,8,69.2%,33-21,61.1%,298-263,53.1%,8-6,57.1%,26,78.4%,29.3%,4.5%,4.9%,55.4%,69.1%,52.7%,61.8%,41.0%,51.4%,1.07,W (Petange)
2011,20,13,7,65.0%,31-17,64.6%,249-191,56.6%,2-1,66.7%,20,77.6%,35.3%,3.8%,4.2%,59.9%,70.2%,51.7%,62.8%,43.4%,52.9%,1.17,W (Loughborough)
2010,52,35,17,67.3%,71-43,62.3%,591-483,55.0%,9-5,64.3%,52,79.5%,30.4%,3.3%,4.2%,57.3%,70.9%,54.4%,63.9%,41.1%,52.3%,1.14,W (2x)
2009,40,19,21,47.5%,44-45,49.4%,429-399,51.8%,3-8,27.3%,0,,,,,,,,,,,,SF (2x)
2008,34,16,18,47.1%,37-39,48.7%,372-361,50.8%,2-6,25.0%,0,,,,,,,,,,,,F (Karlsruhe)
2007,37,20,17,54.1%,49-39,55.7%,425-402,51.4%,7-3,70.0%,0,,,,,,,,,,,,F (Helsinki)
2006,5,2,3,40.0%,5-6,45.5%,49-50,49.5%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2005,2,0,2,0.0%,0-4,0.0%,18-26,40.9%,0-1,0.0%,0,,,,,,,,,,,,R32 (2x)
Career,489,269,220,55.0%,591-496,54.4%,5379-4930,52.2%,68-76,47.2%,371,75.6%,29.8%,3.1%,4.5%,58.2%,68.7%,51.5%,61.5%,40.9%,51.1%,1.06,
