Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,20,8,12,40.0%,6,2,4,33.3%,2009,2022,R64,17,1.05,2.7%,3.9%,56.4%,67.1%,52.1%,60.5%,41.3%,54.9%,40.0%
Roland Garros,11,Clay,25,14,11,56.0%,10,3,7,30.0%,2009,2021,R64,17,1.01,3.2%,3.9%,59.6%,65.5%,48.4%,58.6%,41.8%,54.2%,41.9%
Wimbledon,12,Grass,23,11,12,47.8%,9,6,3,66.7%,2008,2021,R32,13,0.96,3.1%,4.6%,62.3%,69.3%,49.4%,61.8%,36.7%,58.7%,32.1%
US Open,11,Hard,19,8,11,42.1%,9,5,4,55.6%,2009,2021,R64,11,0.89,3.4%,6.4%,52.5%,65.5%,49.4%,57.9%,37.4%,54.9%,31.0%
Davis Cup,2,,3,1,2,33.3%,2,1,1,50.0%,2013,2014,,0,,,,,,,,,,
Hamburg,8,Clay,14,6,8,42.9%,0,0,0,-,2010,2021,QF,14,0.97,1.1%,3.3%,61.7%,64.7%,51.8%,59.8%,39.1%,58.1%,37.1%
Stockholm,7,Hard,17,10,7,58.8%,3,1,2,33.3%,2007,2019,QF,17,1.10,2.4%,3.6%,60.2%,68.5%,49.9%,61.1%,43.0%,52.2%,39.6%
Metz,5,Hard,8,3,5,37.5%,3,1,2,33.3%,2011,2018,QF,8,0.92,2.5%,3.9%,58.8%,67.0%,48.1%,59.2%,37.7%,57.9%,40.4%
Istanbul,2,Clay,2,0,2,0.0%,0,0,0,-,2017,2018,Q1,2,0.81,0.7%,4.9%,61.5%,58.0%,50.9%,55.2%,36.2%,54.5%,33.3%
Newport,2,Grass,7,5,2,71.4%,5,3,2,60.0%,2011,2017,SF,7,1.07,3.7%,6.5%,51.3%,71.1%,54.8%,63.2%,39.6%,73.1%,46.8%
Queen's Club,3,Grass,6,3,3,50.0%,1,1,0,100.0%,2015,2017,Q2,4,1.24,4.9%,3.4%,67.2%,72.2%,58.0%,67.5%,40.2%,62.5%,34.6%
