Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
08-Jul-2019,Braunschweig CH,Clay,F,266,113,(6) Thiago Monteiro [BRA] d. Kamke,7-6(6) 6-1,0.86,3.6%,3.6%,63.6%,71.4%,60.0%,4/7,1:27
19-Mar-2018,Lille CH,Hard,F,214,406,(Q) Gregoire Barrere [FRA] d. Kamke,6-1 6-4,0.70,5.3%,8.8%,43.9%,64.0%,37.5%,3/7,1:11
27-Mar-2017,Saint Brieuc CH,Hard,F,155,404,(Q) Egor Gerasimov [BLR] d. (8) Kamke,7-6(3) 7-6(5),0.90,5.5%,1.1%,64.8%,66.1%,65.6%,3/4,1:51
14-Mar-2016,Kazan CH,Hard,F,244,197,Kamke d. Aslan Karatsev [RUS],6-4 6-2,1.33,0.0%,5.7%,54.7%,72.4%,45.8%,2/5,1:20
03-Aug-2015,Liberec CH,Clay,F,207,175,Kamke d. Andrej Martin [SVK],7-6(6) 6-4,1.15,3.9%,5.3%,56.6%,53.5%,60.6%,3/7,
03-Jun-2014,Furth CH,Clay,F,106,521,(3) Kamke d. Inigo Cervantes Huegun [ESP],6-3 6-2,1.67,11.8%,3.9%,64.7%,78.8%,55.6%,3/3,1:24
09-Sep-2013,Petange CH,Hard,F,82,110,(4) Kamke d. (6) Paul Henri Mathieu [FRA],1-6 6-3 7-5,1.13,7.4%,4.9%,53.1%,76.7%,55.3%,4/7,1:55
10-Sep-2012,Petange CH,Hard,F,87,114,(4) Kamke d. (WC) Paul Henri Mathieu [FRA],7-6(7) 6-4,1.04,8.9%,6.7%,61.1%,63.6%,48.6%,2/5,1:57
02-Jul-2012,Braunschweig CH,Clay,F,84,80,(2) Thomaz Bellucci [BRA] d. (4) Kamke,7-6(4) 6-3,0.87,3.2%,6.5%,45.2%,59.5%,47.1%,9/13,2:09
07-Nov-2011,Loughborough CH,Hard,F,108,80,(2) Kamke d. (1) Flavio Cipolla [ITA],6-2 7-5,1.35,6.1%,9.8%,53.7%,70.5%,44.7%,8/11,1:54
