Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
1995,340,,,,,,,,,,,,,
1994,183,,86,1779,69,1745,84,1724,,,375,117,,
1993,33,,41,1872,41,1817,43,1826,49,1693,399,95,,
1992,81,,68,1809,58,1774,69,1744,,,507,39,,
1991,29,,51,1847,60,1754,42,1804,,,166,318,,
1990,11,,13,1963,16,1887,10,1925,26,1755,417,46,,
1989,41,,43,1840,41,1778,33,1831,41,1708,242,,,
1988,22,,25,1921,30,1825,17,1936,32,1743,112,,,
1987,30,,23,1928,18,1887,32,1824,32,1755,62,,,
1986,21,,13,2005,16,1884,14,1904,44,1723,227,,,
1985,103,,165,1532,135,1573,145,1493,127,1469,95,,,
1984,228,,,,,,,,,,266,,,
1976,360,,,,,,,,,,,,,
