Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,154,90,64,58.4%,223-170,56.7%,1939-1722,53.0%,22-25,46.8%,49,75.9%,27.4%,4.0%,2.4%,62.1%,68.4%,49.8%,61.3%,39.9%,50.6%,1.03
Clay,138,68,70,49.3%,170-174,49.4%,1571-1546,50.4%,18-19,48.6%,53,67.5%,28.8%,2.0%,2.2%,69.1%,61.3%,47.7%,57.1%,41.2%,49.4%,0.96
Grass,24,12,12,50.0%,34-33,50.7%,317-311,50.5%,9-4,69.2%,4,80.6%,24.2%,4.7%,7.2%,55.7%,76.2%,44.2%,62.0%,40.8%,51.2%,1.07
Carpet,149,91,58,61.1%,190-136,58.3%,1587-1394,53.2%,25-16,61.0%,64,74.4%,27.5%,4.5%,2.4%,63.5%,67.7%,48.9%,60.8%,40.0%,50.3%,1.02
Grand Slams,80,50,30,62.5%,156-115,57.6%,1313-1160,53.1%,19-13,59.4%,21,74.6%,30.3%,3.0%,2.5%,62.8%,68.0%,47.5%,60.4%,41.2%,51.0%,1.04
Masters,62,30,32,48.4%,64-64,50.0%,621-599,50.9%,7-15,31.8%,32,76.4%,25.6%,3.3%,2.7%,66.5%,66.9%,49.4%,61.1%,38.8%,50.0%,1.00
Other Tours,314,174,140,55.4%,375-321,53.9%,3301-3073,51.8%,46-34,57.5%,117,71.5%,27.7%,3.8%,2.4%,64.6%,65.1%,48.8%,59.3%,40.5%,50.0%,1.00
Best of 5,93,56,37,60.2%,181-144,55.7%,1562-1416,52.5%,23-15,60.5%,22,73.8%,29.9%,2.9%,2.5%,62.9%,67.6%,47.1%,60.0%,41.1%,50.7%,1.03
Best of 3,372,205,167,55.1%,436-369,54.2%,3852-3557,52.0%,51-49,51.0%,148,72.7%,27.3%,3.7%,2.5%,64.9%,65.6%,49.1%,59.8%,40.1%,50.0%,1.00
Finals,14,5,9,35.7%,15-25,37.5%,164-200,45.1%,3-2,60.0%,4,60.4%,26.9%,2.3%,2.8%,64.0%,60.6%,42.5%,54.1%,37.2%,46.1%,0.81
Semi-finals,26,14,12,53.8%,29-27,51.8%,250-260,49.0%,4-4,50.0%,5,76.3%,34.6%,5.6%,1.0%,64.9%,67.5%,46.9%,60.3%,42.0%,50.8%,1.06
Quarter-finals,54,26,28,48.1%,60-61,49.6%,561-551,50.4%,6-9,40.0%,20,71.2%,22.0%,3.4%,3.3%,62.8%,66.4%,46.3%,58.9%,37.2%,48.4%,0.91
vs Righties,404,225,179,55.7%,533-446,54.4%,4671-4306,52.0%,56-54,50.9%,146,72.9%,27.7%,3.6%,2.5%,64.6%,65.7%,48.7%,59.7%,40.4%,50.2%,1.00
vs Lefties,60,35,25,58.3%,82-66,55.4%,728-657,52.6%,18-10,64.3%,24,73.3%,28.5%,3.7%,2.3%,64.4%,67.2%,48.4%,60.5%,39.7%,50.0%,1.01
vs Top 10,68,16,52,23.5%,41-119,25.6%,601-863,41.1%,8-7,53.3%,25,64.7%,20.6%,2.3%,2.2%,65.1%,60.2%,46.0%,55.2%,36.7%,46.4%,0.82
