Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Dallas F,W vs Fritz,39.3%,51.7%,44.4%,44.6%,47.6%,58.7%,36.4%,55.1%,56.7%,36.4%,75.0%,19.2%,34.6%,57.1%,-79
2026 Australian Open QF,L vs Sinner,28.4%,36.3%,45.7%,35.4%,34.3%,44.3%,52.2%,44.4%,57.1%,60.0%,60.0%,17.2%,20.7%,33.3%,54
2025 Tour Finals RR,L vs Sinner,28.8%,43.9%,55.6%,38.3%,38.3%,57.4%,62.1%,51.7%,55.0%,48.1%,50.0%,5.9%,11.8%,43.8%,-60
2025 Tour Finals RR,L vs Auger Aliassime,41.3%,52.9%,50.0%,49.3%,45.1%,54.9%,53.8%,56.8%,46.9%,61.5%,66.7%,36.7%,53.3%,42.1%,59
2025 Tour Finals RR,L vs Zverev,31.0%,49.3%,46.8%,43.0%,40.0%,62.0%,63.3%,57.0%,45.5%,60.7%,66.7%,10.5%,21.1%,17.6%,-13
2025 Paris QF,L vs Sinner,31.4%,39.2%,40.0%,35.5%,42.9%,51.4%,40.0%,48.9%,44.4%,47.1%,0.0%,9.1%,18.2%,40.0%,-49
2025 Canada F,W vs Khachanov,39.8%,57.4%,59.3%,47.1%,50.0%,65.7%,60.0%,61.3%,45.8%,50.0%,50.0%,25.0%,50.0%,58.3%,113
2025 Canada SF,W vs Fritz,43.1%,49.0%,55.2%,49.6%,55.2%,65.5%,69.2%,66.6%,46.2%,25.0%,0.0%,27.3%,27.3%,43.8%,-79
2025 Canada QF,W vs De Minaur,45.0%,51.7%,43.8%,48.5%,59.5%,67.6%,46.7%,65.1%,33.3%,45.5%,50.0%,22.7%,27.3%,41.2%,-13
2025 Washington R32,W vs Mcdonald,53.2%,72.3%,68.2%,60.0%,64.5%,77.4%,63.6%,74.8%,53.8%,61.1%,-,31.3%,62.5%,72.7%,-79
2025 Wimbledon QF,L vs Sinner,39.6%,50.5%,45.5%,45.9%,55.0%,68.3%,55.6%,65.7%,58.3%,69.4%,75.0%,20.0%,28.6%,35.7%,70
2025 Mallorca R16,L vs Tien,38.5%,47.4%,31.0%,41.7%,51.1%,62.2%,27.3%,56.7%,56.5%,45.5%,0.0%,25.9%,33.3%,35.0%,115
2025 Stuttgart QF,W vs Lehecka,68.2%,77.3%,90.9%,70.9%,82.1%,82.1%,100.0%,86.4%,25.0%,37.5%,-,53.8%,84.6%,83.3%,205
2025 Roland Garros R16,L vs Alcaraz,28.7%,39.5%,53.9%,34.9%,36.4%,47.7%,51.8%,45.5%,50.0%,40.0%,66.7%,13.2%,23.7%,57.6%,16
2025 Roland Garros R128,W vs Sonego,28.6%,43.6%,54.3%,38.6%,38.2%,53.9%,50.8%,52.0%,37.2%,47.5%,40.0%,3.1%,18.8%,61.3%,-88
2025 Rome R64,L vs Munar,7.1%,21.4%,44.0%,16.8%,9.7%,29.0%,57.1%,27.1%,53.8%,88.9%,80.0%,4.3%,13.0%,27.3%,-74
2025 Madrid R32,L vs Mensik,30.5%,40.7%,35.0%,34.2%,35.7%,42.9%,38.9%,43.6%,61.5%,46.7%,66.7%,26.7%,40.0%,31.8%,-30
2025 Munich F,L vs Zverev,34.0%,48.0%,43.3%,41.2%,46.9%,65.6%,47.1%,58.1%,53.8%,57.9%,50.0%,13.3%,20.0%,38.5%,4
2025 Munich SF,W vs Cerundolo,30.9%,43.6%,50.8%,36.5%,37.7%,50.9%,48.5%,47.7%,54.5%,61.3%,100.0%,25.7%,40.0%,53.8%,123
2025 Miami R64,L vs Wong,41.4%,60.6%,53.6%,50.3%,46.3%,67.2%,61.1%,59.4%,28.1%,45.7%,100.0%,33.3%,50.0%,40.0%,16
Career (63 matches),,34.9%,47.9%,51.0%,42.1%,43.1%,57.5%,54.2%,54.1%,43.0%,52.2%,52.7%,21.7%,33.6%,46.0%,93
