Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Dallas F,W vs Fritz,2.7%,100.0%,9.3%,80.0%,13.6%,25.8%,33.3%,4.4%,28.6%,2.8%,42.9%,-38,-6
2026 Australian Open QF,L vs Sinner,5.4%,20.0%,15.0%,69.0%,12.3%,16.2%,0.0%,8.1%,18.2%,1.0%,66.7%,7,15
2025 Tour Finals RR,L vs Sinner,15.0%,77.8%,20.2%,76.9%,15.2%,14.3%,25.0%,3.3%,0.0%,1.1%,0.0%,-27,-18
2025 Tour Finals RR,L vs Auger Aliassime,12.4%,50.0%,12.7%,68.0%,14.8%,20.0%,0.0%,6.8%,28.6%,0.4%,0.0%,-10,35
2025 Tour Finals RR,L vs Zverev,20.3%,61.5%,19.2%,62.5%,18.3%,38.1%,0.0%,12.8%,0.0%,2.8%,50.0%,134,87
2025 Paris QF,L vs Sinner,0.0%,-,6.6%,50.0%,10.2%,13.3%,14.3%,4.4%,12.5%,3.2%,0.0%,-71,-3
2025 Canada F,W vs Khachanov,6.5%,66.7%,9.1%,63.2%,17.9%,30.8%,20.0%,5.4%,22.2%,2.8%,18.2%,-14,38
2025 Canada SF,W vs Fritz,4.7%,100.0%,8.9%,90.0%,14.8%,17.6%,12.5%,7.4%,12.5%,2.7%,0.0%,34,61
2025 Canada QF,W vs De Minaur,4.3%,50.0%,9.5%,66.7%,9.1%,10.0%,0.0%,6.1%,11.1%,0.4%,0.0%,-104,-27
2025 Washington R32,W vs Mcdonald,16.2%,83.3%,16.8%,66.7%,18.8%,25.0%,25.0%,6.7%,33.3%,2.3%,33.3%,37,90
2025 Wimbledon QF,L vs Sinner,9.2%,87.5%,11.8%,77.3%,12.1%,14.3%,15.4%,0.0%,0.0%,1.8%,20.0%,-10,57
2025 Mallorca R16,L vs Tien,29.6%,57.1%,18.2%,59.3%,18.0%,20.0%,0.0%,10.3%,50.0%,1.5%,50.0%,35,77
2025 Stuttgart QF,W vs Lehecka,0.0%,-,3.3%,66.7%,43.8%,33.3%,50.0%,0.0%,0.0%,0.0%,-,-50,70
2025 Roland Garros R16,L vs Alcaraz,6.6%,62.5%,14.8%,65.0%,18.1%,20.8%,10.0%,4.1%,7.1%,1.7%,28.6%,-10,5
2025 Roland Garros R128,W vs Sonego,8.1%,50.0%,17.3%,65.2%,15.8%,15.9%,20.0%,6.5%,0.0%,1.6%,50.0%,10,20
2025 Rome R64,L vs Munar,5.5%,33.3%,25.2%,53.8%,12.4%,11.4%,6.3%,1.8%,0.0%,5.8%,38.5%,87,52
2025 Madrid R32,L vs Mensik,5.5%,33.3%,9.8%,60.0%,17.9%,17.6%,18.2%,0.0%,0.0%,2.8%,0.0%,139,41
2025 Munich F,L vs Zverev,8.5%,75.0%,11.2%,72.7%,15.8%,16.7%,14.3%,4.8%,16.7%,3.4%,40.0%,17,43
2025 Munich SF,W vs Cerundolo,9.1%,50.0%,10.3%,57.9%,16.0%,20.8%,23.1%,3.4%,14.3%,6.2%,25.0%,2,36
2025 Miami R64,L vs Wong,9.8%,50.0%,13.5%,71.4%,23.1%,20.7%,16.7%,9.5%,50.0%,2.3%,60.0%,61,85
Career (63 matches),,11.1%,66.2%,14.1%,65.4%,16.5%,21.7%,12.5%,5.7%,12.8%,1.9%,24.1%,6,32
