Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,42,28,14,66.7%,67-39,63.2%,583-515,53.1%,15-12,55.6%,42,89.6%,16.1%,14.3%,3.3%,66.9%,77.2%,55.6%,70.0%,33.2%,51.5%,1.11
Clay,13,8,5,61.5%,18-16,52.9%,161-173,48.2%,6-1,85.7%,12,77.3%,17.7%,7.7%,4.4%,62.2%,70.7%,53.8%,64.3%,34.6%,49.5%,0.97
Grass,10,6,4,60.0%,16-10,61.5%,155-135,53.4%,5-6,45.5%,10,93.6%,13.7%,14.8%,4.7%,62.8%,78.2%,55.2%,69.7%,31.2%,51.0%,1.03
Grand Slams,17,13,4,76.5%,39-15,72.2%,301-238,55.8%,7-2,77.8%,16,90.6%,20.1%,11.4%,3.5%,66.2%,76.5%,57.4%,70.0%,36.4%,52.8%,1.21
Masters,22,13,9,59.1%,29-23,55.8%,267-266,50.1%,10-7,58.8%,22,84.6%,15.4%,13.8%,3.9%,63.4%,75.9%,53.9%,67.8%,32.8%,50.3%,1.02
Other Tours,23,16,7,69.6%,32-21,60.4%,296-275,51.8%,9-7,56.3%,23,88.9%,14.1%,14.8%,3.8%,65.6%,76.2%,55.7%,69.1%,31.6%,50.7%,1.02
Best of 5,16,12,4,75.0%,39-15,72.2%,301-238,55.8%,7-2,77.8%,16,90.6%,20.1%,11.4%,3.5%,66.2%,76.5%,57.4%,70.0%,36.4%,52.8%,1.21
Best of 3,49,30,19,61.2%,62-50,55.4%,598-585,50.5%,19-17,52.8%,48,86.7%,14.1%,13.9%,3.8%,64.9%,76.0%,54.2%,68.3%,31.6%,50.2%,1.00
Finals,3,2,1,66.7%,4-4,50.0%,41-43,48.8%,1-1,50.0%,3,85.4%,12.2%,14.2%,3.6%,66.4%,73.2%,56.6%,67.6%,27.0%,48.4%,0.83
Semi-finals,5,3,2,60.0%,6-6,50.0%,63-66,48.8%,2-2,50.0%,5,85.5%,12.7%,12.0%,4.9%,61.7%,73.9%,53.5%,66.1%,31.3%,49.2%,0.92
Quarter-finals,10,5,5,50.0%,10-13,43.5%,109-120,47.6%,1-1,50.0%,10,80.9%,13.4%,15.3%,4.5%,64.7%,76.5%,45.1%,65.4%,31.0%,48.5%,0.90
vs Righties,55,35,20,63.6%,83-57,59.3%,749-696,51.8%,20-16,55.6%,55,87.6%,15.8%,13.1%,3.6%,65.0%,76.2%,55.2%,68.8%,32.7%,50.9%,1.05
vs Lefties,10,7,3,70.0%,18-8,69.2%,150-127,54.2%,6-3,66.7%,9,89.6%,17.3%,13.3%,4.2%,66.9%,76.2%,54.4%,69.0%,35.4%,51.8%,1.14
vs Top 10,13,3,10,23.1%,8-24,25.0%,147-182,44.7%,0-7,0.0%,13,82.6%,8.7%,12.1%,3.4%,66.1%,73.5%,46.4%,64.3%,27.3%,46.6%,0.77
