Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R32,L vs Tiafoe,111.2,115.5,12.0,121.0,107.9,143,70,102.1,7.9,103.4,102.3,118,83
2024 US Open R64,W vs Bautista Agut,110.6,116.0,10.4,120.7,110.9,141,91,100.0,7.0,96.3,98.0,111,84
2024 US Open R128,W vs Thiem,112.8,116.2,11.3,119.3,109.5,135,86,101.9,8.7,101.5,102.6,111,76
2024 Wimbledon R16,L vs Sinner,114.2,117.5,12.0,122.2,110.6,138,84,104.0,9.8,113.0,,133,87
2024 Wimbledon R32,W vs Shapovalov,113.6,116.9,12.1,125.7,105.0,140,91,106.6,6.6,110.6,104.3,121,91
2024 Wimbledon R64,W vs Harris,111.8,116.0,10.3,120.5,111.8,138,84,101.5,5.9,105.0,104.0,117,90
2024 Wimbledon R128,W vs Bellucci,114.1,117.3,10.0,119.6,113.7,139,85,104.0,11.9,105.3,94.0,126,82
2023 US Open SF,L vs Djokovic,114.8,117.1,12.5,123.9,111.3,145,82,108.1,13.7,108.3,98.2,143,82
2023 US Open QF,W vs Tiafoe,111.9,116.5,10.3,124.6,109.5,142,93,102.9,10.4,106.0,95.4,119,69
2023 US Open R16,W vs Paul,118.1,122.9,11.5,127.2,120.4,149,62,105.0,10.1,97.8,97.0,125,78
2023 US Open R32,W vs Karatsev,115.4,121.6,10.3,125.8,113.6,147,94,100.5,5.3,101.7,94.0,110,90
2023 US Open R64,W vs Thiem,112.5,116.2,12.7,109.7,116.0,140,91,101.5,10.0,,96.5,125,90
2023 US Open R128,W vs Cachin,113.9,117.6,8.4,121.6,113.8,142,95,103.6,8.8,103.8,100.0,134,92
2022 US Open R128,L vs Borges,111.5,118.2,10.2,122.8,114.9,136,70,100.3,9.4,99.4,97.6,120,84
Career (14 matches),,113.3,117.5,11.0,122.4,111.9,149,62,103.1,8.7,103.4,99.5,143,69
