Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,19,15,4,78.9%,23,16,7,69.6%,2023,2026,SF,19,1.14,12.0%,3.1%,65.1%,77.1%,58.1%,70.5%,33.7%,71.8%,38.3%
Roland Garros,3,Clay,8,5,3,62.5%,2,1,1,50.0%,2023,2025,R16,7,0.99,7.2%,5.7%,67.4%,69.4%,49.4%,62.8%,36.7%,53.6%,43.9%
Wimbledon,3,Grass,11,8,3,72.7%,11,6,5,54.5%,2023,2025,QF,11,1.09,10.8%,3.2%,67.1%,77.3%,55.3%,70.1%,32.7%,71.6%,32.6%
US Open,5,Hard,15,10,5,66.7%,9,6,3,66.7%,2021,2025,SF,15,1.18,12.8%,4.2%,65.8%,75.3%,54.0%,68.0%,37.6%,68.6%,46.3%
Davis Cup,1,,1,0,1,0.0%,1,0,1,0.0%,2024,2024,,1,0.78,19.1%,1.8%,79.1%,69.0%,52.2%,65.5%,26.8%,72.7%,25.0%
Miami Masters,4,Hard,5,1,4,20.0%,5,1,4,20.0%,2023,2026,R32,5,0.98,14.1%,2.7%,68.1%,76.4%,55.8%,69.9%,29.6%,63.6%,40.0%
Indian Wells Masters,4,Hard,11,7,4,63.6%,7,4,3,57.1%,2023,2026,QF,11,1.01,7.8%,4.8%,62.7%,74.6%,55.6%,67.5%,32.9%,66.7%,36.7%
Dallas,3,Hard,10,8,2,80.0%,5,2,3,40.0%,2024,2026,W,10,1.08,13.9%,3.3%,67.4%,78.2%,54.6%,70.5%,31.8%,76.6%,43.2%
Auckland,4,Hard,8,4,4,50.0%,3,1,2,33.3%,2023,2026,SF,8,0.96,11.5%,3.9%,67.6%,71.0%,54.2%,65.5%,33.0%,76.5%,32.6%
Paris Masters,3,Hard,6,3,3,50.0%,5,2,3,40.0%,2023,2025,QF,6,1.07,11.9%,3.6%,68.4%,77.7%,63.1%,73.1%,28.9%,50.0%,38.1%
Basel,2,Hard,7,5,2,71.4%,6,3,3,50.0%,2024,2025,F,7,0.95,12.3%,1.3%,74.3%,77.0%,60.7%,72.8%,25.9%,88.5%,57.1%
